title,category,publish_date,author,article_url,content,summary
"Gempa M 5,3 Guncang Sukabumi",detikNews,2024-09-15,Isal Mawardi,https://news.detik.com/berita/d-7541868/gempa-m-5-3-guncang-sukabumi,"Gempa bumi dengan magnitudo (M) 5,3 terjadi di Sukabumi, Jawa Barat. Gempa ada pada kedalaman 10 kilometer. ""Tidak berpotensi tsunami,"" tulis BMKG melalui akun X, Minggu 15 September 2024. Gempa terjadi pada pukul 16.54 WIB. Gempa ada pada titik koordinat 7,81 lintang selatan dan 106,55 bujur timur.    ""Informasi ini mengutamakan kecepatan sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data,"" jelasnya.  Simak Video: Gempa M 5,3 Guncang Sukabumi, Tak Berpotensi Tsunami    ","Gempa bumi dengan magnitudo (M) 5,3 terjadi di Sukabumi, Jawa Barat. Tidak berpotensi tsunami,"" tulis BMKG melalui akun X, Minggu 15 September 2024. Gempa ada pada titik koordinat 7,81 lintang selatan dan 106,55 bujur timur."
JoMan Nilai Pernyataan Ketua KPK Soal Jokowi Menyesatkan,detikNews,2024-09-14,Azhar Bagas Ramadhan,https://news.detik.com/berita/d-7540120/joman-nilai-pernyataan-ketua-kpk-soal-jokowi-menyesatkan,"Ketua KPK Sementara Nawawi Pomolango berkelakar bahwa presiden lebih mudah bertemu dengan organisasi masyarakat (ormas) ketimbang pimpinan KPK. Ketum Jokowi Mania (JoMan) Immanuel Ebenezer mengatakan pernyataan itu tidak benar. ""Saya rasa itu pernyataan yang menyesatkan ya. Setahu saya Presiden suka sekali ketemu siapa pun, apalagi terkait dengan lembaga antikorupsi seperti KPK,"" kata Noel, sapaan akrabnya, saat dihubungi, Jumat 13 September 2024. Noel menyebut harusnya Nawawi tak membuat pernyataan dengan bentuk opini. Dia menegaskan bahwa Jokowi sebenarnya menaruh perhatian terhadap isu pemberantasan korupsi.    ""Maksud saya jangan lah di akhir-akhir pemerintahan Pak Jokowi ini ada penyesatan opini, itu tidak baik,"" katanya. ""Setahu saya Pak Jokowi itu concern sekali terhadap lembaga ini, apalagi indeks korupsi kita kan mundur ya. Itu menjadi atensi beliau, jadi ya Ketua KPK tak usah membuat pernyataan-pernyataan yang malah membuat gaduh,"" tambahnya. Ketua Sementara KPK Nawawi Pomolango menilai koordinasi antara KPK dengan pemerintah penting. Namun, Nawawi pun berkelakar bahwa, dibandingkan Pimpinan KPK, organisasi kemasyarakatan (Ormas) lebih mudah bertemu dengan presiden. ""Penting sangat karena koordinasi dengan pemerintah. Saya pernah bercanda dengan Pak Alex (Alexander Marwata), saya kirimi satu link pemberitaan. Pak Alex, lebih mudah Ormas ya ketemu Pak Presiden daripada pimpinan KPK,"" kata Nawawi di Bogor, Jawa Barat, Kamis 12 September 2024. Nawawi mengaku presiden tidak pernah mengundang dirinya untuk membicarakan KPK. Nawawi menyebut baru sekali bertemu dengan Presiden. ""Kami itu ada beberapa kali mengajukan permohonan untuk menghadap. Satu kali aja itu dipenuhi kaitannya dengan rencana penyelenggaraan Hakordia. Pada waktu itu. Satu kali,"" sebutnya. ""Hanya satu momen di acara kami berharap bisa bicara dengan presiden tentang segala kondisi komisi Pemberantasan korupsi, ketika pergantian pimpinan,"" tambah dia.  ","Ketua KPK Sementara Nawawi Pomolango berkelakar bahwa presiden lebih mudah bertemu dengan organisasi masyarakat (ormas) ketimbang pimpinan KPK. Ketum Jokowi Mania (JoMan) Immanuel Ebenezer mengatakan pernyataan itu tidak benar. "" Saya rasa itu pernyataan yang menyesatkan ya. Setahu saya Presiden suka sekali ketemu siapa pun, apalagi terkait dengan lembaga antikorupsi seperti KPK,"" kata Noel, sapaan akrabnya, saat dihubungi, Jumat 13 September 2024. Ketua Sementara KPK Nawawi Pomolango menilai koordinasi antara KPK dengan pemerintah penting. Namun, Nawawi pun berkelakar bahwa, dibandingkan Pimpinan KPK, organisasi kemasyarakatan (Ormas) lebih mudah bertemu dengan presiden. "" Penting sangat karena koordinasi dengan pemerintah. Nawawi mengaku presiden tidak pernah mengundang dirinya untuk membicarakan KPK. Kami itu ada beberapa kali mengajukan permohonan untuk menghadap. Satu kali aja itu dipenuhi kaitannya dengan rencana penyelenggaraan Hakordia."
"Gempa M 2,8 Terjadi di Bone Bolango Gorontalo",detikNews,2024-09-14,Wilda Hayatun Nufus,https://news.detik.com/berita/d-7540110/gempa-m-2-8-terjadi-di-bone-bolango-gorontalo,"Gempa bumi magnitudo (M) 2,8 terjadi di Kabupaten Bone Bolango, Gorontalo. Gempa berada pada kedalaman 157 km. Informasi gempa ini disampaikan BMKG melalui akun X resminya, Sabtu 14 September 2024. Disebutkan, gempa terjadi pada pukul 03.18 WIB. ""Gempa Mag:2.8, 64 km Tenggara Bone Bolango-Gorontalo,"" tulis BMKG.    Titik koordinat gempa berada di 0,02 Lintang Selatan dan 123,31 Bujur Timur. BMKG mengatakan informasi yang disampaikan mengutamakan kecepatan. ""Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data,"" tuturnya. ","Gempa bumi magnitudo (M) 2,8 terjadi di Kabupaten Bone Bolango, Gorontalo. Informasi gempa ini disampaikan BMKG melalui akun X resminya, Sabtu 14 September 2024. Gempa Mag:2.8, 64 km Tenggara Bone Bolango-Gorontalo,"" tulis BMKG. BMKG mengatakan informasi yang disampaikan mengutamakan kecepatan. """
Kosgoro 1957 Apresiasi Terpilihnya Bahlil Lahadalia Jadi Ketum di Munas Golkar,detikNews,2024-09-14,Firda Cynthia Anggrainy,https://news.detik.com/berita/d-7540093/kosgoro-1957-apresiasi-terpilihnya-bahlil-lahadalia-jadi-ketum-di-munas-golkar,"Ketua Umum Pimpinan Pusat Kolektif (PPK) Kosgoro 1957 Dave Laksono menyampaikan perkembangan dinamika setelah Munas Partai Golkar beberapa waktu lalu. Dia mengapresiasi kesigapan para pengurus di internal dalam proses pergantian ketua umum dari Airlangga Hartarto ke Bahlil Lahadalia. ""Lalu juga di internal Golkar Alhamdulillah pasca mundurnya Pak Airlangga Hartarto kita dengan sigap dengan cepat segera menunjuk ke Plt Ketua Umum Agus Gumiwang dan Pak AGK dalam waktu yang sangat singkat bisa melaksanakan Munas,"" kata Dave dalam acara dialog di Kantor PPK Kosgoro 1957 di kawasan Jakarta Selatan (Jaksel), Jumat 13 September 2024. Dave menyebut Munas tersebut merupakan yang paling singkat dalam sejarah partai. Dia menyebut proses itu berjalan tak sampai 10 hari.    ""Munasnya itu mungkin persiapan yang tersingkat yang kita pernah alami hanya dalam kurun waktu nggak nyampe 10 hari ya, 9 hari, dari mulai diketok menjadi Plt hingga Munas,"" kata dia. Menurutnya, hal itu menunjukkan kader-kader di partainya berkualitas untuk menyelesaikan polemik. Dia pun mengapresiasi Golkar atas berjalannya Munas sehingga terpilihnya Bahlil sebagai ketum. ""Ini menunjukkan bahwa Golkar ini gudangnya kader-kader kumpul, gudangnya kader-kader yang mampu untuk menyelesaikan segala macam kemelut internal maupun eksternal,"" katanya. ""Kita saya selaku ketua umum ormas pendiri Partai Golkar, Kosgoro 1957, mengapresiasi luar biasa kepada para panitia penyelenggara Munas dan juga kita telah berhasil memilih ketum baru, Pak Bahlil Lahadalia, dan di sini kita harus bersama-sama di bawah kepemimpinan beliau untuk mengawal roda pemerintahan ke depan,"" lanjut dia.","Ketua Umum Pimpinan Pusat Kolektif (PPK) Kosgoro 1957 Dave Laksono menyampaikan perkembangan dinamika setelah Munas Partai Golkar beberapa waktu lalu. Dave menyebut Munas tersebut merupakan yang paling singkat dalam sejarah partai. ""Munasnya itu mungkin persiapan yang tersingkat yang kita pernah alami hanya dalam kurun waktu nggak nyampe 10 hari ya, 9 hari, dari mulai diketok menjadi Plt hingga Munas,"" kata dia. Menurutnya, hal itu menunjukkan kader-kader di partainya berkualitas untuk menyelesaikan polemik. Kita saya selaku ketua umum ormas pendiri Partai Golkar, Kosgoro 1957, mengapresiasi luar biasa kepada para panitia penyelenggara Munas dan juga kita telah berhasil memilih ketum baru, Pak Bahlil Lahadalia, dan di sini kita harus bersama-sama di bawah kepemimpinan beliau untuk mengawal roda pemerintahan ke depan,"" lanjut dia."
Pabrik Toren di Tangerang Kebakaran,detikNews,2024-09-15,Tiara Aliya Azzahra,https://news.detik.com/berita/d-7542242/pabrik-toren-di-tangerang-kebakaran,"Kebakaran terjadi di Pabrik Pabrik Ipal dan Tangki Fiberglass di Jalan Pipa, Kosambi, Tangerang, malam ini. Sebanyak 1 unit mobil damkar beserta 5 personel meluncur ke lokasi. ""Objek terbakar: pabrik toren, tangki fiberglass,"" demikian laporan yang diterima dari Damkar DKI Jakarta, Minggu 15 September 2024. Awalnya, damkar menerima laporan dari warga per pukul 20.48 WIB. Mobil damkar langsung tiba di lokasi pada pukul 21.26 WIB.    ""Pengerahan unit/personel: 1 unit/5 personel,"" ujarnya. Operasi pemadaman dimulai pada pukul 21.27 WIB. Api berhasil dilokalisir per pukul 21.33 WIB dan pendinginan dimulai per 22.15 WIB. ""Situasi pemadaman selesai, status kebakaran hijau,"" jelasnya. Saat ini, dugaan penyebab kebakaran masih ditelusuri. Dalam video yang diterima, kepulan asap hitam tampak membumbung ke langit. Tampak pula mobil damkar berada di lokasi. Merujuk laporan dari Sudin Penanggulangan Kebakaran dan Penyelamatan (Gulkarmat) Jakarta Barat, disebutkan bahwa objek yang terbakar merupakan Pabrik IPAL, septic tank, sekaligus tangki fiberglass. Lokasinya berada di perbatasan wilayah Tangerang dan Jakarta.  Simak Video: Penampakan Kebakaran Pabrik di Periuk Kota Tangerang    ","Kebakaran terjadi di Pabrik Pabrik Ipal dan Tangki Fiberglass di Jalan Pipa, Kosambi, Tangerang, malam ini. Objek terbakar: pabrik toren, tangki fiberglass,"" demikian laporan yang diterima dari Damkar DKI Jakarta, Minggu 15 September 2024. Mobil damkar langsung tiba di lokasi pada pukul 21.26 WIB. ""Pengerahan unit/personel: 1 unit/5 personel,"" ujarnya. Saat ini, dugaan penyebab kebakaran masih ditelusuri. Dalam video yang diterima, kepulan asap hitam tampak membumbung ke langit. Lokasinya berada di perbatasan wilayah Tangerang dan Jakarta. Simak Video: Penampakan Kebakaran Pabrik di Periuk Kota Tangerang"
"Polisi Gagalkan Pengiriman 14 PMI Ilegal ke Kamboja, 2 Orang Jadi Tersangka",detikNews,2024-09-15,Tiara Aliya Azzahra,https://news.detik.com/berita/d-7542225/polisi-gagalkan-pengiriman-14-pmi-ilegal-ke-kamboja-2-orang-jadi-tersangka,"Polresta Bandara Soekarno-Hatta (Soetta) menggagalkan keberangkatan 14 calon pekerja migran Indonesia (PMI) non-prosedural atau illegal yang hendak bekerja ke Kamboja. Sebanyak 2 orang pria yang memberangkatkan para PMI ditetapkan sebagai tersangka. ""Para korban dan dua orang yang memberangkatkan itu terjaring dalam 'Operasi Pencegahan Keberangkatan CPMI Non-prosedural' yang digelar Polresta Bandara Soetta,"" kata Kasat Reskrim Polresta Bandara Soetta Kompol Reza Fahlevi dalam keterangan tertulis, Minggu 15 September 2024. Belasan PMI non-prosedural yang didominasi oleh laki-laki itu diamankan polisi dalam kurun waktu serta lokasi yang berbeda.    Reza merinci, pada Rabu 11 September pihaknya berhasil mengamankan delapan CPMI non-prosedural di Terminal 2 Bandara Soekarno-Hatta, Banten. Kemudian pada Jumat 13 September, pihaknya mengamankan satu CPMI non-prosedural, dan dua pria inisial MZ dan PJ yang memberangkatkan para korban di Terminal 2 Bandara Soetta. Selanjutnya, pada Sabtu 14 September petugas berhasil mengamankan dua CPMI non-prosedural di Terminal 2 Bandara internasional Soekarno-Hatta. Berikutnya, pada Sabtu 14 September malam petugas mengamankan tiga CPMI non-prosedural di Terminal 3 Bandara Soekarno-Hatta. Reza mengutarakan, terungkapnya kasus tersebut berkat adanya informasi dari masyarakat terkait adanya dugaan keberangkatan PMI ilegal melalui Bandara Soetta. ""Mereka saat diamankan petugas mengaku hendak bekerja di Kamboja, namun tidak bisa menunjukkan dokumen kelengkapan untuk bekerja di luar negeri,"" kata Reza Fahlevi. Dari hasil pemeriksaan, para PMI ilegal itu mengaku ditawari bekerja di Kamboja sebagai karyawan perusahaan, pramusaji restoran. Kemudian, ada juga yang mendapatkan tawaran pekerjaan sebagai petugas operator pelayanan (customer service), hingga menjadi admin permainan online yang memiliki muatan tindak pidana perjudian . ""Mereka rata-rata mendapatkan tawaran bekerja di luar negeri secara non-prosedural dari aplikasi media sosial Telegram oleh seseorang yang sedang dalam penyelidikan,"" terang Reza seraya menjelaskan bahwa pihaknya telah mengantongi identitas orang tersebut. Dalam kasus tersebut, pihaknya telah menetapkan dua orang sebagai tersangka yakni pria bernisial MZ dan PJ. Peran keduanya memberangkatkan para korban melalui Bandara Soetta. Selain itu, petugas juga mengamankan barang bukti berupa paspor dan boarding pass pesawat route Jakarta (CGK)-Kuala Lumpur Malaysia (KUL)-Phnom Penh, Kamboja (PNH) milik para CPMI non-prosedural. ""Untuk para CPMI non-prosedural yang kami amankan statusnya sebagai saksi, dan saat ini sudah dipulangkan ke kampung halamannya masing-masing,"" terangnya. Atas perbuatannya, tersangka MZ dan PJ dijerat Pasal 83 Jo Pasal 68 dan atau Pasal 81 Jo Pasal 69 Undang-Undang RI No. 18 Tahun 2017 Tentang Perlindungan Pekerja Migran Indonesia. ""Dan atau Pasal 4 Undang-Undang RI No. 21 Tahun 2007 Tentang Pemberantasan Tindak Pidana Perdagangan Orang (TPPO), dengan ancaman hukuman 10 tahun penjara dan denda Rp 15 miliar,"" ujar Reza. Terpisah, Kapolresta Bandara Soetta Kombes Pol Roberto Pasaribu menyampaikan imbauan kamtibmas dari Kapolda Metro Jaya Irjen Karyoto. Karyoto, kata dia, mengimbau kepada seluruh masyarakat untuk tidak mudah tergiur dengan iming-iming gaji besar bekerja di luar negeri. Hal tersebut salah satu cara menghindari sebagai korban TPPO. ""Bila masyarakat melihat atau mengalami TPPO diharapkan segera melapor ke kepolisian terdekat untuk segera ditindaklanjuti sesuai prosedur yang berlaku,"" tandas Roberto, dalam keterangannya.  Simak Video: Polisi Bekuk Oknum Wartawan Terkait Penyelundupan PMI Ilegal    ","Polresta Bandara Soekarno-Hatta (Soetta) menggagalkan keberangkatan 14 calon pekerja migran Indonesia (PMI) non-prosedural atau illegal yang hendak bekerja ke Kamboja. Belasan PMI non-prosedural yang didominasi oleh laki-laki itu diamankan polisi dalam kurun waktu serta lokasi yang berbeda. Kemudian pada Jumat 13 September, pihaknya mengamankan satu CPMI non-prosedural, dan dua pria inisial MZ dan PJ yang memberangkatkan para korban di Terminal 2 Bandara Soetta. Dari hasil pemeriksaan, para PMI ilegal itu mengaku ditawari bekerja di Kamboja sebagai karyawan perusahaan, pramusaji restoran. Mereka rata-rata mendapatkan tawaran bekerja di luar negeri secara non-prosedural dari aplikasi media sosial Telegram oleh seseorang yang sedang dalam penyelidikan,"" terang Reza seraya menjelaskan bahwa pihaknya telah mengantongi identitas orang tersebut. Peran keduanya memberangkatkan para korban melalui Bandara Soetta. Atas perbuatannya, tersangka MZ dan PJ dijerat Pasal 83 Jo Pasal 68 dan atau Pasal 81 Jo Pasal 69 Undang-Undang RI No. 18 Tahun 2017 Tentang Perlindungan Pekerja Migran Indonesia. "" 21 Tahun 2007 Tentang Pemberantasan Tindak Pidana Perdagangan Orang (TPPO), dengan ancaman hukuman 10 tahun penjara dan denda Rp 15 miliar,"" ujar Reza. Terpisah, Kapolresta Bandara Soetta Kombes Pol Roberto Pasaribu menyampaikan imbauan kamtibmas dari Kapolda Metro Jaya Irjen Karyoto. Hal tersebut salah satu cara menghindari sebagai korban TPPO. "" Bila masyarakat melihat atau mengalami TPPO diharapkan segera melapor ke kepolisian terdekat untuk segera ditindaklanjuti sesuai prosedur yang berlaku,"" tandas Roberto, dalam keterangannya. Simak Video: Polisi Bekuk Oknum Wartawan Terkait Penyelundupan PMI Ilegal"
Meriah! Seribu Penari Ikuti Atraksi Kolosal di Desa Yosomulyo Banyuwangi,detikNews,2024-09-15,Erika Dyah,https://news.detik.com/berita/d-7542140/meriah-seribu-penari-ikuti-atraksi-kolosal-di-desa-yosomulyo-banyuwangi,"Desa Yosomulyo di Kecamatan Gambiran, Banyuwangi sukses menggelar atraksi tari kolosal yang diikuti lebih dari 1.000 warga desa setempat, mulai dari anak-anak hingga dewasa. Pertunjukan kolosal ini digelar di Lapangan Desa Yosomulyo, Kecamatan Gambiran, Minggu sore. Para penari membawakan tari Cahkilan dan Janthilan yang menggambarkan kerukunan warga desa di antara perbedaan antar warga. Tari tersebut dibawakan dengan sangat apik dan rancak. Ribuan masyarakat terlihat tumpah ruah mengelilingi lapangan desa sambil menikmati pertunjukan kolosal tersebut. Acara ini turut dihadiri Bupati Ipuk Fiestiandani yang tampak menikmati atraksi tersebut.    Ipuk mengungkapkan event ini menjadi bukti semangat gotong royong masyarakat dalam memajukan kebudayaan daerah. ""Membangun desa bukan melulu soal membangun infrastruktur, tapi juga membangun budaya dan manusianya. Yosomulyo Menari membuat saya bangga dan menghilangkan kekhawatiran kita bersama akan tergerusnya budaya daerah,"" kata Ipuk dalam keterangan tertulis, Minggu 15 September 2024. Menurutnya, acara ini juga membuktikan warga Banyuwangi senantiasa menjunjung tinggi seni budaya daerah serta bangga dan siap melestarikan budaya daerahnya. ""Luar biasa, seluruh warga desa guyub dan gotong royong membangun budaya Banyuwangi. Dampaknya juga dirasakan oleh UMKM, pelaku seni, dan lainnya. Kami berharap semangat ini bisa dicontoh oleh desa-desa lain di Banyuwangi,"" ungkapnya. Adapun tema acara yang diusung Yosomulyo Menari adalah 'Desaku Berbeda Tapi Mesra'. Para penari dikisahkan sebagai warga yang dihadapkan perbedaan ras, suku, dan agama. Dalam gelaran seni ini, terlihat pula barong yang digambarkan sebagai hama pertanian yang harus dihadapi oleh warga. Fragmen tersebut kemudian ditutup dengan ribuan penari yang berjejer di tengah, menandakan kerukunan warga Desa Yosomulyo yang tak runtuh walau diterpa masalah. Kepala Desa Yosomulyo, Joko Utomo Kurniawan menjelaskan 'Yosomulyo Menari' diikuti oleh perwakilan seluruh dusun di Desa Yosomulyo. Mereka dilatih oleh 100 mentor yang disiapkan oleh pemerintah desa. ""Jadi setiap hari mereka dilatih menari, semua dari nol latihannya. Di balik latihan bersama ini adalah cara kami untuk merajut kerukunan warga desa,"" pungkas Joko.","Desa Yosomulyo di Kecamatan Gambiran, Banyuwangi sukses menggelar atraksi tari kolosal yang diikuti lebih dari 1.000 warga desa setempat, mulai dari anak-anak hingga dewasa. Pertunjukan kolosal ini digelar di Lapangan Desa Yosomulyo, Kecamatan Gambiran, Minggu sore. Para penari membawakan tari Cahkilan dan Janthilan yang menggambarkan kerukunan warga desa di antara perbedaan antar warga. Tari tersebut dibawakan dengan sangat apik dan rancak. Ribuan masyarakat terlihat tumpah ruah mengelilingi lapangan desa sambil menikmati pertunjukan kolosal tersebut. Menurutnya, acara ini juga membuktikan warga Banyuwangi senantiasa menjunjung tinggi seni budaya daerah serta bangga dan siap melestarikan budaya daerahnya. "" Dampaknya juga dirasakan oleh UMKM, pelaku seni, dan lainnya. Para penari dikisahkan sebagai warga yang dihadapkan perbedaan ras, suku, dan agama. Mereka dilatih oleh 100 mentor yang disiapkan oleh pemerintah desa. "" Jadi setiap hari mereka dilatih menari, semua dari nol latihannya. Di balik latihan bersama ini adalah cara kami untuk merajut kerukunan warga desa,"" pungkas Joko."
"Gempa M 5,3 di Sukabumi Terasa hingga Bandung Raya",detikNews,2024-09-15,Wisma Putra,https://news.detik.com/berita/d-7541896/gempa-m-5-3-di-sukabumi-terasa-hingga-bandung-raya,"Gempa bumi berkekuatan Magnitudo (M) 5,3 yang mengguncang Kabupaten Sukabumi sekitar pukul 16.54 WIB terasa hingga wilayah Bandung Raya. Salah satunya dirasakan oleh warga Antapani, Kota Bandung, Succy Ayu Pertiwi (29). ""Iya tadi terasa guncangan. Saya teriak ke suami yang lagi di dapur karena terasanya lumayan kencang,"" kata dia dikutip detikJabar, Minggu 15 September 2024. detikJabar juga sempat merasakan getaran gempa yang terjadi kurang dari 5 detik itu. Getaran gempa itu dirasakan di wilayah Kecamatan Gedebage, Kota Bandung.    Hal tersebut juga dibenarkan warga lainnya. Salah satunya Nadia, yang mengaku merasakan getaran gempa itu. ""Astagfirullah gempa. Gempanya kencang, sampai laptop saya menggeser,"" kata Intan, warga Gedebage. Hal senada dikatakan Ilham. Warga Gedebage itu juga merasakan gempa saat bermain HP dan duduk di kursi. ""Kirain tuh kenapa kursi bergetar, ternyata gempa, orang lain juga merasakan getarannya, untung tidak apa-apa,"" ujar Ilham. Berita selengkapnya baca di sini.  Simak Video: Gempa M 5,3 Guncang Sukabumi, Tak Berpotensi Tsunami  ","Gempa bumi berkekuatan Magnitudo (M) 5,3 yang mengguncang Kabupaten Sukabumi sekitar pukul 16.54 WIB terasa hingga wilayah Bandung Raya. Hal tersebut juga dibenarkan warga lainnya. Salah satunya Nadia, yang mengaku merasakan getaran gempa itu. "" Gempanya kencang, sampai laptop saya menggeser,"" kata Intan, warga Gedebage. Warga Gedebage itu juga merasakan gempa saat bermain HP dan duduk di kursi. "" Simak Video: Gempa M 5,3 Guncang Sukabumi, Tak Berpotensi Tsunami"
"Pusat Gempa M 5,3 Sukabumi di Laut, Tak Berpotensi Tsunami",detikNews,2024-09-15,Rakhmad Hidayatulloh Permana,https://news.detik.com/berita/d-7541889/pusat-gempa-m-5-3-sukabumi-di-laut-tak-berpotensi-tsunami,"Gempa bumi magnitudo (M) 5,3 terjadi di laut selatan Kabupaten Sukabumi, Jawa Barat. Gempa ini tidak berpotensi tsunami. BMKG menginformasikan gempa terjadi pada hari ini, Minggu 16 September 2024, pukul 16.54 WIB. Lokasi gempa ada di koordinat 7,81 derajat Lintang Selatan (LS) dan 106,55 derajat Bujur Timur (BT). Pusat gempa berada di laut, 91 km arah Selatan Kabupaten Sukabumi. Hiposenter gempa ada di kedalaman 10 km.    ""Lok:7.81 LS,106.55 BT (91 km Selatan KAB-SUKABUMI-JABAR), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG,"" tulis BMKG melalui akun X. Belum ada laporan lebih lanjut soal dampak gempa ini.","Gempa bumi magnitudo (M) 5,3 terjadi di laut selatan Kabupaten Sukabumi, Jawa Barat. BMKG menginformasikan gempa terjadi pada hari ini, Minggu 16 September 2024, pukul 16.54 WIB. ""Lok:7.81 LS,106.55 BT (91 km Selatan KAB-SUKABUMI-JABAR), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG,"" tulis BMKG melalui akun X. Belum ada laporan lebih lanjut soal dampak gempa ini."
"Kebakaran di Pasar Baru Comboran Kota Malang, Belasan Mobil Ikut Terbakar",detikNews,2024-09-14,M Bagus Ibrahim,https://news.detik.com/berita/d-7540119/kebakaran-di-pasar-baru-comboran-kota-malang-belasan-mobil-ikut-terbakar,"Kebakaran Pasar Baru Comboran Kota Malang berhasil dipadamkan. Kebakaran itu juga menghanguskan belasan mobil yang terparkir di lantai 3. Dilansir detikJatim, Sabtu 14 September 2024, Kapolsek Klojen Kompol Syabain Rahmad Kusriyanto mengatakan total ada 13 mobil yang hangus terbakar. Dari 13 mobil itu, ada 2 unit berhasil dievakuasi keluar dari pasar. ""Jadi total ada 13 mobil yang terbakar, 2 mobil bisa diturunkan, 10 hangus dan 1 lagi mobil Avanza bagian ban kiri, grill depan dan radiatornya leleh jadi tidak bisa dievakuasi,"" ujar Syabain ketika ditemui detikJatim.    Saat ditanya, apakah ada kendaraan roda dua yang turut terdampak, pihaknya masih belum bisa memberikan kepastian karena masih akan dilakukan pemeriksaan. ""Kendaraan roda dua belum terlihat. Hanya roda empat sementara ini. Kendaraan-kendaraan itu ada di lantai 3 pojok barat (dari arah depan pasar),"" terangnya. Seperti diberitakan sebelumnya, informasi awal kebakaran Pasar Baru Comboran diterima pada Jumat 13 September sekitar pukul 18.10 WIB. Kobaran api muncul pertama di lantai 2 dan merambat ke lantai 3. Baca berita selengkapnya di sini.  ","Kebakaran Pasar Baru Comboran Kota Malang berhasil dipadamkan. Jadi total ada 13 mobil yang terbakar, 2 mobil bisa diturunkan, 10 hangus dan 1 lagi mobil Avanza bagian ban kiri, grill depan dan radiatornya leleh jadi tidak bisa dievakuasi,"" ujar Syabain ketika ditemui detikJatim. Saat ditanya, apakah ada kendaraan roda dua yang turut terdampak, pihaknya masih belum bisa memberikan kepastian karena masih akan dilakukan pemeriksaan. "" Kendaraan-kendaraan itu ada di lantai 3 pojok barat (dari arah depan pasar),"" terangnya. Kobaran api muncul pertama di lantai 2 dan merambat ke lantai 3."
