title,category,publish_date,author,article_url,content,summary
Edward Akbar Tegaskan Selalu Setia dengan Kimberly Ryder,detikHot,2024-07-24,Febryantino Nur Pratama,https://hot.detik.com/celeb/d-7454510/edward-akbar-tegaskan-selalu-setia-dengan-kimberly-ryder,"Edward Akbar dan Kimberly Ryder bertemu di sidang perdana cerai. Keduanya saling bertanya kabar dalam kesempatan itu. Saat kabar perceraian itu mencuat, ada beberapa isu yang menyeruak ke permukaan mengenai keduanya. Salah satunya adalah isu perselingkuhan yang mewarnai perceraian mereka.     Saat ditemui di Pengadilan Agama Jakarta Pusat, Edward Akbar menegaskan selalu setia dengan Kimberly Ryder. ""Semenjak menunggu Kim kuliah di Inggris selama pernikahan, saya tidak pernah mendua atau selingkuh,"" ungkapnya, Rabu 24 Juli 2024.  Dalam penuturannya, Edward Akbar menyebut selalu mendedikasikan hidupnya untuk anak-anak. Edward Akbar juga mengaku kaget dengan adanya gugatan cerai yang dilayangkan istrinya itu. ""Saya berharap semua bisa baik-baik karena saya sendiri pun kaget jujur, tiba-tiba ada laporan dan gugatan, kaget dengan apa yang terjadi,"" kata Edward Akbar.  Saat ini yang paling penting adalah anak-anaknya. Ia akan tetap menjaga dan berusaha menjadi ayah yang baik untuk anak-anaknya. ""Dan paling penting adalah, anak-anak, karena saya juga sudah tidak ada kedua orang tua ya,"" kata Edward Akbar. ","Edward Akbar dan Kimberly Ryder bertemu di sidang perdana cerai. Keduanya saling bertanya kabar dalam kesempatan itu. Saat kabar perceraian itu mencuat, ada beberapa isu yang menyeruak ke permukaan mengenai keduanya. Dalam penuturannya, Edward Akbar menyebut selalu mendedikasikan hidupnya untuk anak-anak. Saat ini yang paling penting adalah anak-anaknya. Dan paling penting adalah, anak-anak, karena saya juga sudah tidak ada kedua orang tua ya,"" kata Edward Akbar."
Edward Akbar Kaget Digugat Cerai Kimberly Ryder,detikHot,2024-07-24,prih febriani,https://hot.detik.com/celeb/d-7454435/edward-akbar-kaget-digugat-cerai-kimberly-ryder,"Hari ini sidang perdana cerai Kimberly Ryder dengan Edward Akbar digelar di Pengadilan Agama Jakarta Pusat. Baik Kimberly Ryder dan Edward Akbar sudah tiba di Pengadilan Agama Jakarta Pusat. Saat ditanya mengenai gugatan cerai tersebut, bapak dua orang itu mengaku kaget dengan keputusan istrinya itu.     ""Saya kaget, jujur. Tiba-tiba ada laporan dan gugatan, saya kaget dengan apa yang terjadi,"" ungkap Edward Akbar saat ditemui di Pengadilan Agama Jakarta Pusat, Rabu 24 Juli 2024. Kini keduanya sedang menjalankan mediasi sebagai agenda sidang perdana cerai tersebut. Saat bertemu keduanya saling bertanya kabar.  ""Halo,"" sapa Kimberly. ""Gimana sehat?"" tanya Edward kepada perempuan yang hampir 6 tahun menemaninya hidup bersama.  ""Sehat,"" timpal Kim. Kimberly Ryder dalam kesempatan itu terlihat memakai kacamata hitam dan baju biru tua. Sementara Edward Akbar memakai kemeja putih bermotif bunga biru. Kimberly Ryder merasa banyak mendapatkan dukungan dari keluarganya untuk menghadapi masalah rumah tangganya ini. ""Pastinya anak, keluarga, mama, papa pastinya sahabat-sahabat dekat,"" tuturnya.","Hari ini sidang perdana cerai Kimberly Ryder dengan Edward Akbar digelar di Pengadilan Agama Jakarta Pusat. Tiba-tiba ada laporan dan gugatan, saya kaget dengan apa yang terjadi,"" ungkap Edward Akbar saat ditemui di Pengadilan Agama Jakarta Pusat, Rabu 24 Juli 2024. tanya Edward kepada perempuan yang hampir 6 tahun menemaninya hidup bersama. Kimberly Ryder dalam kesempatan itu terlihat memakai kacamata hitam dan baju biru tua. Kimberly Ryder merasa banyak mendapatkan dukungan dari keluarganya untuk menghadapi masalah rumah tangganya ini. "" Pastinya anak, keluarga, mama, papa pastinya sahabat-sahabat dekat,"" tuturnya."
Kuasa Hukum Klarifikasi Soal Alamat Sarwendah yang Dianggap Hambat Persidangan,detikHot,2024-07-24,Desi Puspasari,https://hot.detik.com/celeb/d-7454389/kuasa-hukum-klarifikasi-soal-alamat-sarwendah-yang-dianggap-hambat-persidangan,"Proses sidang cerai Ruben Onsu bermasalah karena alamat Sarwendah. Alamat yang dicantumkan dalam gugatan Ruben Onsu disebut Majelis Hakim Pengadilan Negeri Jakarta Selatan, tidak ditemui nama Sarwendah. Pihak Ruben Onsu diminta menyerahkan lagi alamat yang saat ini ditempati oleh Sarwendah. Menanggapi hal ini, kuasa hukum Sarwendah, Chris Sam Siwu dan Abraham Simon, memberikan klarifikasi. ""Ya kalau untuk alamat kemarin kan sudah diklarifikasi juga dan kita juga sudah bersurat juga kepada Humas PN Jakarta Selatan untuk alamat yang dikirim kemarin. Jadi gini, domisilinya ini kan ada banyak dan kebetulan Sarwendah juga sudah tidak menempati domisili yang dikirim pada saat surat tersebut dikirimkan,"" kata Abraham Simon di kawasan Tebet, Jakarta Selatan, kemarin.    Abraham Simon juga mengatakan sudah memberikan penjelasan kepada pihak Ruben Onsu. Mereka juga sudah memberikan klarifikasi dan alamat terkini Sarwendah. ""Nah maka dari itu kami sudah mengklarifikasi kepada pihak RO juga kepada Bang Minola kami sudah klarifikasi untuk pengiriman surat dikirim ke alamat mana kami sudah klarifikasi,"" sambungnya. Soal ketidakhadiran Sarwendah di Pengadilan Negeri Jakarta Selatan kemarin, Chris Sam Siwu menegaskan, memang tidak ada bantahan atau perdebatan dari mereka terhadap gugatan Ruben Onsu. ""Saya sampaikan bahwa gugatannya sampai saat ini kami belum menerima perubahan apa pun dari Bang Minola. Artinya tetap pada gugatan yang pertama, gugatan awal yang disampaikan oleh Bang Minola di pengadilan. Artinya dengan tidak adanya perubahan, kami tidak merasa kami perlu hadir,"" jelas Chris Sam Siwu. Kemarin, pihak Ruben Onsu juga sudah memberikan alamat terbaru Sarwendah ke Pengadilan Negeri Jakarta Selatan. Kesalahan pada alamat Sarwendah, ternyata menghambat jalannya persidangan karena surat panggilan belum diterima. Pihak Ruben Onsu yang diwakili kuasa hukumnya, Minola Sebayang, sudah menyerahkan alamat baru agar proses sidang cerai cepat berjalan. ""Kami mendapatkan alamat domisili tergugat yang baru dan segera menyampaikan perubahan alamat itu ke pengadilan,"" kata Minola Sebayang saat ditemui di Pengadilan Negeri Jakarta Selatan, Selasa 23 Juli 2024. Minola Sebayang berharap panggilan segera dilakukan oleh pihak pengadilan pada Sarwendah agar sidang cerai kembali dilanjutkan. ""Semoga dengan ini, panggilannya bisa sampai ke tergugat. Nanti tinggal keputusannya di tergugat, mau hadir atau tidak,"" tutur Minola Sebayang. Simak juga Video: Kuasa Hukum Bantah Ruben Onsu Cabut Gugatan Perceraian   ","Proses sidang cerai Ruben Onsu bermasalah karena alamat Sarwendah. Ya kalau untuk alamat kemarin kan sudah diklarifikasi juga dan kita juga sudah bersurat juga kepada Humas PN Jakarta Selatan untuk alamat yang dikirim kemarin. Abraham Simon juga mengatakan sudah memberikan penjelasan kepada pihak Ruben Onsu. Saya sampaikan bahwa gugatannya sampai saat ini kami belum menerima perubahan apa pun dari Bang Minola. Artinya dengan tidak adanya perubahan, kami tidak merasa kami perlu hadir,"" jelas Chris Sam Siwu. Kemarin, pihak Ruben Onsu juga sudah memberikan alamat terbaru Sarwendah ke Pengadilan Negeri Jakarta Selatan. Pihak Ruben Onsu yang diwakili kuasa hukumnya, Minola Sebayang, sudah menyerahkan alamat baru agar proses sidang cerai cepat berjalan. "" Kami mendapatkan alamat domisili tergugat yang baru dan segera menyampaikan perubahan alamat itu ke pengadilan,"" kata Minola Sebayang saat ditemui di Pengadilan Negeri Jakarta Selatan, Selasa 23 Juli 2024. Semoga dengan ini, panggilannya bisa sampai ke tergugat. Nanti tinggal keputusannya di tergugat, mau hadir atau tidak,"" tutur Minola Sebayang. Simak juga Video: Kuasa Hukum Bantah Ruben Onsu Cabut Gugatan Perceraian"
"Senyuman Aaliyah Massaid saat Siraman Dicibir, Zahwa: Dia Nangis Sesenggukan!",detikHot,2024-07-24,prih febriani,https://hot.detik.com/celeb/d-7453744/senyuman-aaliyah-massaid-saat-siraman-dicibir-zahwa-dia-nangis-sesenggukan,"Aaliyah Massaid mendapatkan cibiran dari netizen karena disebut terus menebar senyuman di acara siraman dan pengajian. Zahwa Massaid sebagai kakak mengaku tak terima dengan cibiran netizen. Ia menegaskan adiknya itu memang benar-benar menangis. Bahkan air matanya selalu menetes di setiap momen dalam acara tersebut.     ""Banyak netizen yang komen katanya dia itu nggak nangis, dia senyum terus. Hai kalian nggak tahu apa, waktu dia sungkeman sama aku dia itu nangis loh, sesenggukan nangisnya,"" ungkap Zahwa Massaid saat ditemui di kawasan Transmedia, Jakarta Selatan, kemarin. Zahwa Massaid mengaku sama sekali tidak terima adiknya dicibir netizen. Ia tahu persis bagaimana adiknya itu meneteskan air mata dalam setiap momen.  ""Tapi yang tahu kan kita yang ada di sana, dia tetap menjaga bagaimana supaya dia bisa tersenyum. Padahal dia mengalir terus air matanya itu,"" kata Zahwa lagi. Saat sungkeman dengan Zahwa, Aaliyah Massaid meminta untuk kakaknya mengikhlaskannya. Banyak kata-kata yang terucap dari adik untuk kakaknya dalam momen tersebut.  ""Nggak bisa aku jelaskan satu per satu. Di sini yang jelas, dia bilang ikhlaskan aku untuk menikah, dan ya aku sangat ikhlas karena dia harus bahagia,"" imbuhnya lagi. Zahwa Massaid menjelaskan memang sudah bertemu Thariq Halilintar di Amerika beberapa waktu lalu. ""Waktu itu memang sempat bertemu dulu saat dia ke Amerika, di situ dia bilang kalau memang mau serius sama Aaliyah,"" tutur Zahwa.","Aaliyah Massaid mendapatkan cibiran dari netizen karena disebut terus menebar senyuman di acara siraman dan pengajian. Zahwa Massaid sebagai kakak mengaku tak terima dengan cibiran netizen. Ia menegaskan adiknya itu memang benar-benar menangis. Bahkan air matanya selalu menetes di setiap momen dalam acara tersebut. Hai kalian nggak tahu apa, waktu dia sungkeman sama aku dia itu nangis loh, sesenggukan nangisnya,"" ungkap Zahwa Massaid saat ditemui di kawasan Transmedia, Jakarta Selatan, kemarin. Padahal dia mengalir terus air matanya itu,"" kata Zahwa lagi. Banyak kata-kata yang terucap dari adik untuk kakaknya dalam momen tersebut. Zahwa Massaid menjelaskan memang sudah bertemu Thariq Halilintar di Amerika beberapa waktu lalu. """
Ivan Gunawan soal Disebut Tolak Tawaran Desain Baju Pengantin Aaliyah demi Fuji,detikHot,2024-07-24,prih febriani,https://hot.detik.com/celeb/d-7452932/ivan-gunawan-soal-disebut-tolak-tawaran-desain-baju-pengantin-aaliyah-demi-fuji,"Ivan Gunawan ramai disebut menolak untuk merancang desain baju pengantin Aaliyah Massaid demi menjaga perasaan Fuji. Isu ini kemudian dijawab oleh Ivan Gunawan. Ia mengatakan sampai saat ini sama sekali tidak pernah dimintai Aaliyah Massaid untuk merancang baju pengantinnya. Ivan Gunawan juga mengaku bingung dengan isu tersebut.     ""Gue ditawarin juga nggak, diminta tolong juga nggak. Saya sama Fuji teleponan tiap hari juga nggak,"" kata Ivan Gunawan saat ditemui di kawasan Transmedia, Jakarta Selatan, Selasa 23 Juli 2024. Meski begitu, Ivan Gunawan mengatakan memang menjadi salah satu undangan dari pernikahan Thariq Halilintar dan Aaliyah Massaid.  ""Kalau diundang iya. Kalau ditawarin (bikin baju pengantin) itu nggak ya,"" tegasnya lagi. Ia menambahkan yang dirinya tahu tentang Thariq Halilintar adalah soal Thariq naik haji saat umur dua bulan. Ivan Gunawan menuturkan belakangan banyak sekali isu yang suka disangkut pautkan oleh netizen.  ""Aku sama Reza Artamevia, klien aku dari 20 tahun lalu. Menikah, bikin baju itu ada konsep masing-masing. Kadang netizen semuanya digabung-gabungin. Padahal ditawarin juga kagak gue,"" ucapnya. Pernikahan Thariq Halilintar dan Aaliyah Massaid memang disebut bakal digelar pada Agustus 2024. Tapi sampai sekarang belum diketahui secara pasti kapan tanggal pernikahan keduanya. Sebelumnya prosesi siraman dan pengajian sudah digelar pasangan ini di salah satu hotel di Tangerang. ","Ivan Gunawan ramai disebut menolak untuk merancang desain baju pengantin Aaliyah Massaid demi menjaga perasaan Fuji. Isu ini kemudian dijawab oleh Ivan Gunawan. Ivan Gunawan juga mengaku bingung dengan isu tersebut. Saya sama Fuji teleponan tiap hari juga nggak,"" kata Ivan Gunawan saat ditemui di kawasan Transmedia, Jakarta Selatan, Selasa 23 Juli 2024. Meski begitu, Ivan Gunawan mengatakan memang menjadi salah satu undangan dari pernikahan Thariq Halilintar dan Aaliyah Massaid. Menikah, bikin baju itu ada konsep masing-masing. Kadang netizen semuanya digabung-gabungin. Padahal ditawarin juga kagak gue,"" ucapnya. Tapi sampai sekarang belum diketahui secara pasti kapan tanggal pernikahan keduanya."
"Leher Mulai 'Longsor', Iis Dahlia Niat Oplas",detikHot,2024-07-25,Mauludi Rismoyo,https://hot.detik.com/celeb/d-7455152/leher-mulai-longsor-iis-dahlia-niat-oplas,"Artis Iis Dahlia berniat operasi plastik (oplas). Pelantun Cinta Apalah Apalah itu bahkan sudah meminta izin ke suami untuk hal tersebut. Iis menjelaskan mengapa ingin menjalani operasi plastik. Ia merasa beberapa bagian di tubuhnya sudah termakan usia. ""Aku mau lho, aku sudah izin sama suami juga. Ya kan namanya sudah usia gitu ada yang longsor-longsor kayak leher,"" ujarnya di studio Obrolan Tiap Waktu Trans7, Jakarta Selatan, kemarin.    ""Umur aku kan sudah banyak banget, sudah melebihi ukuran sepatulah,"" sambungnya. Iis Dahlia turut mengomentari fenomena artis berbondong-bondong oplas. Ia tak mempermasalahkan hal tersebut. ""Menurut aku nggak apa-apa juga, kan punya keinginan misal ada yang bengkok atau ada apa,"" tuturnya. Dalam kesempatan itu, Iis ditanya terkait masalah haters. Ia mengaku mereka ada sejak dirinya jadi juri ajang pencarian bakat pada 2014. ""Gue ada haters semenjak jadi juri, karena juri ada pendukungnya misal anaknya dikeluarin yang diserang kita. Berawal dari situ,"" katanya. Ibu dua anak itu tak masalah diserang haters. Namun keluarganya dikatakan tak siap menanggung risikonya. ""Kita jadi juri sudah kayak ada skenario, ini harus komentar begini. Ya aku disuruh tegas dan aku komit. Yang kena mental itu ya keluarga, Devano terutama. Karena saat itu Devano baru pengin mulai di entertainment, dia diomongin, kena mental banget,"" pungkasnya.","Artis Iis Dahlia berniat operasi plastik (oplas). Pelantun Cinta Apalah Apalah itu bahkan sudah meminta izin ke suami untuk hal tersebut. Aku mau lho, aku sudah izin sama suami juga. Ya kan namanya sudah usia gitu ada yang longsor-longsor kayak leher,"" ujarnya di studio Obrolan Tiap Waktu Trans7, Jakarta Selatan, kemarin. Dalam kesempatan itu, Iis ditanya terkait masalah haters. Ia mengaku mereka ada sejak dirinya jadi juri ajang pencarian bakat pada 2014. "" Ibu dua anak itu tak masalah diserang haters. Namun keluarganya dikatakan tak siap menanggung risikonya. "" Yang kena mental itu ya keluarga, Devano terutama."
Kia Poetri Ngaku Kenal dengan Perempuan Ditangkap Bareng Virgoun,detikHot,2024-07-25,prih febriani,https://hot.detik.com/celeb/d-7454927/kia-poetri-ngaku-kenal-dengan-perempuan-ditangkap-bareng-virgoun,"Model sekaligus aktris Kia Poetri mengaku kenal dengan perempuan yang ditangkap bareng Virgoun beberapa waktu lalu terkait narkoba. Perempuan yang memiliki nama lengkap Nyi Raden Saskia Poetri Warman tersebut menjelaskan, perempuan yang ditangkap merupakan teman yang dikenalkan Virgoun beberapa waktu lalu.     ""Kenalnya juga dari abang (Virgoun) waktu itu kenalnya ya dikenalin karena lagi main bareng aja sih,"" ungkap Kia Poetri saat ditemui di studio Rumpi, Transmedia, Jakarta Selatan, kemarin. Pemain film Garuda Superhero ini juga menjelaskan kaget saat tahu Virgoun ditangkap bersama perempuan berinisial PA tersebut.  ""Ya nggak nyangka saja sih karena memang abang itu kan orang yang positif banget. Terus tiba-tiba terjerat masalah begini nggak pernah menyangka banget apalagi sama dia,"" katanya lagi. Namun saat ditanya mengenai pekerjaan perempuan berinisial PA tersebut, Kia Poetri mengaku tidak menahu mengenai hal itu.  ""Ya memang benar-benar cuma berteman saja dan kenal gitu doang. Nggak yang sampai nanya kerja di mana dan sudah berapa lama itu ya sama sekali nggak sih,"" urainya lagi. Sampai saat ini Kia Poetri memang belum menjenguk Virgoun. ""Kan memang belum boleh ya dijenguk karena masih proses apa gitu, nanti deh coba dicari tahu (untuk menjenguk)"" lanjutnya. Kia Poetri adalah perempuan yang pernah dikabarkan memiliki hubungan spesial dengan Virgoun. Tapi Kia menegaskan hubungan keduanya hanya sebatas pertemanan biasa.","Model sekaligus aktris Kia Poetri mengaku kenal dengan perempuan yang ditangkap bareng Virgoun beberapa waktu lalu terkait narkoba. Perempuan yang memiliki nama lengkap Nyi Raden Saskia Poetri Warman tersebut menjelaskan, perempuan yang ditangkap merupakan teman yang dikenalkan Virgoun beberapa waktu lalu. ""Kenalnya juga dari abang (Virgoun) waktu itu kenalnya ya dikenalin karena lagi main bareng aja sih,"" ungkap Kia Poetri saat ditemui di studio Rumpi, Transmedia, Jakarta Selatan, kemarin. Pemain film Garuda Superhero ini juga menjelaskan kaget saat tahu Virgoun ditangkap bersama perempuan berinisial PA tersebut. Terus tiba-tiba terjerat masalah begini nggak pernah menyangka banget apalagi sama dia,"" katanya lagi. ""Ya memang benar-benar cuma berteman saja dan kenal gitu doang. Tapi Kia menegaskan hubungan keduanya hanya sebatas pertemanan biasa."
Mudjie Massaid Berkaca-kaca Ungkap Momen Gendong Aaliyah Usai Siraman,detikHot,2024-07-23,prih febriani,https://hot.detik.com/celeb/d-7451585/mudjie-massaid-berkaca-kaca-ungkap-momen-gendong-aaliyah-usai-siraman,"Aaliyah Massaid sudah selesai menjalani siraman dan pengajian jelang menikah dengan Thariq Halilintar. Acara tersebut digelar secara bersamaan di salah satu hotel di Tangerang, akhir pekan kemarin. Seluruh keluarga hadir dalam acara tersebut, salah satu yang tidak tertinggal adalah Mudjie Massaid yang tak lain om dari Aaliyah Massaid.     Usai Aaliyah Massaid siraman, Mudjie Massaid menggendong keponakannya itu. Saat ditanya bagaimana perasaannya, Mudjie Massaid menuturkan momen itu itu adalah momen yang tidak boleh terlewatkan dalam hidupnya. ""Ya haru akhirnya melakukan itu untuk keponakan. Dulu saya menggendong dia waktu kecil, sekarang gendong dia sudah mau menikah,"" ungkap Mudjie Massaid dengan mata yang berkaca-kaca saat ditemui di studio Rumpi, Transmedia, Jakarta Selatan, Senin 22 Juli 2024.  Mudjie Massaid menuturkan teringat kembali masa-masa dimana dirinya berdansa dengan keponakannya itu. ""Kita kalau malam itu sering dansa dulu saat Adjie masih ada, saya sering gendong Aaliyah, ya kita dansa bareng. Walaupun dia masih kecil ya kita ajarin dansa itu gimana, kalau Zahwa kan memang sudah besar jadi sudah bisa dansa dia,"" lanjutnya lagi.  Mudjie Massaid yakin Thariq Halilintar bisa menjadi suami yang baik untuk Aaliyah Massaid. Ia pun menitipkan pesan kepada Thariq untuk menjaga keponakannya itu. ""Ya pasti saya sudah minta tolong dengan Thariq agar menjaga Aal, saya selalu respack dengan Thariq ya dan semoga semuanya berjalan lancar,"" katanya seraya mengucap amin.","Aaliyah Massaid sudah selesai menjalani siraman dan pengajian jelang menikah dengan Thariq Halilintar. Acara tersebut digelar secara bersamaan di salah satu hotel di Tangerang, akhir pekan kemarin. Usai Aaliyah Massaid siraman, Mudjie Massaid menggendong keponakannya itu. Saat ditanya bagaimana perasaannya, Mudjie Massaid menuturkan momen itu itu adalah momen yang tidak boleh terlewatkan dalam hidupnya. "" Ya haru akhirnya melakukan itu untuk keponakan. Kita kalau malam itu sering dansa dulu saat Adjie masih ada, saya sering gendong Aaliyah, ya kita dansa bareng. Ya pasti saya sudah minta tolong dengan Thariq agar menjaga Aal, saya selalu respack dengan Thariq ya dan semoga semuanya berjalan lancar,"" katanya seraya mengucap amin."
Resep Langgeng Ikang Fawzi dan Marissa Haque 38 Tahun Berumah Tangga,detikHot,2024-07-24,Febryantino Nur Pratama,https://hot.detik.com/celeb/d-7455491/resep-langgeng-ikang-fawzi-dan-marissa-haque-38-tahun-berumah-tangga,"Pasangan selebritas Ikang Fawzi dan Marissa Haque sudah menjalani bahtera rumah tangga selama 38 tahun. Sama seperti rumah tangga pada umumnya, pasangan ini juga mengalami naik turun. Meskipun begitu, keduanya memiliki cara agar pertengkaran tidak berlarut-larut. ""Respect satu sama lain, percaya, kalau ada kesalahan saling memaafkan, ngambek juga jangan lama-lama, udah gitu kembali lagi seperti biasa,"" kata Marissa Haque saat ditemui di Studio Trans 7, Tendean Jakarta Selatan, Selasa 23 Agustus 2024.    Jika pertengkaran terjadi lebih dari satu hari, Marissa Haque mengingatkan hal tersebut bisa membahayakan pernikahan. Harus ada yang menurunkan ego untuk meminta maaf duluan. ""Kalau lebih dari sehari bahaya, jadi siapa yang merasa salah itu yang minta maaf duluan,"" tutur Marissa Haque. ""Gue percaya kalau kesetiaan dan komitmen itu kunci awet pernikahan supaya bisa bersama. Itu yang dipegang saat menghadapi masalah,"" sambung Ikang Fawzi. Hampir empat dekade bersama, pasangan suami-istri ini mengaku sangat sulit untuk terpisah satu sama lain. Ikang Fawzi maupun Marissa Haque sama-sama selalu merasa saling membutuhkan. ""Kita sudah seperti partner seumur hidup. Aku nggak kebayang misal pergi sendirian, lama nggak ketemu gitu,"" ucap Ikang Fawzi. ""Kalau udah lama nggak ketemu pasti saling cari, kalaupun ketemu diam-diaman nggak apa-apa, yang penting kelihatan mata,"" timpal Marissa Haque. Ikang Fawzi dan Marissa Haque menikah pada tahun 1986. Dari pernikahan itu, keduanya dikaruniai dua orang anak perempuan, yakni Isabella Fawzi dan Chikita Fawzi.","Pasangan selebritas Ikang Fawzi dan Marissa Haque sudah menjalani bahtera rumah tangga selama 38 tahun. Sama seperti rumah tangga pada umumnya, pasangan ini juga mengalami naik turun. Respect satu sama lain, percaya, kalau ada kesalahan saling memaafkan, ngambek juga jangan lama-lama, udah gitu kembali lagi seperti biasa,"" kata Marissa Haque saat ditemui di Studio Trans 7, Tendean Jakarta Selatan, Selasa 23 Agustus 2024. Harus ada yang menurunkan ego untuk meminta maaf duluan. "" Gue percaya kalau kesetiaan dan komitmen itu kunci awet pernikahan supaya bisa bersama. Hampir empat dekade bersama, pasangan suami-istri ini mengaku sangat sulit untuk terpisah satu sama lain. Ikang Fawzi maupun Marissa Haque sama-sama selalu merasa saling membutuhkan. "" Dari pernikahan itu, keduanya dikaruniai dua orang anak perempuan, yakni Isabella Fawzi dan Chikita Fawzi."
"Pisah Rumah, Kimberly Ryder Bilang Ini saat Anak Tanya Keberadaan Edward Akbar",detikHot,2024-07-24,Febryantino Nur Pratama,https://hot.detik.com/celeb/d-7455054/pisah-rumah-kimberly-ryder-bilang-ini-saat-anak-tanya-keberadaan-edward-akbar,"Kimberly Ryder tidak membatasi hubungan anak-anaknya dengan Edward Akbar. Ia mengatakan sering menghubungi suaminya untuk berkomunikasi dengan anaknya. Diutarakan Kimberly Ryder, anak-anaknya juga sering menanyakan keberadaan Edward Akbar. Diketahui Kimberly Ryder dan Edward Akbar memang sudah pisah rumah sejak beberapa waktu lalu.     ""Bilang papa lagi kerja, kalau reaksi anak ya aman sih,"" ungkap Kimberly Ryder saat ditemui di Pengadilan Agama Jakarta Pusat, Rabu 24 Juli 2024. Saat ini diketahui anak-anak memang tinggal dengan Kimberly Ryder. Ia menegaskan tidak akan pernah memutus silaturahmi anaknya dengan Edward Akbar.  ""Tidak ada yang membatasi pokoknya, ya terus mencoba untuk berkomunikasi,"" lanjutnya lagi. Dalam kesempatan itu, pemain film Bangsal Isolasi tersebut mengutarakan soal alasan mengajukan gugatan cerai.  ""(Karena ada larangan ke dunia hiburan?) Nggak sih. Tidak ada sih, setahu saya sejauh ini tidak ada perselingkuhan ya dari kedua belah pihak sih. (Nafkah kurang?) Kayaknya nggak perlu diomongin,"" kata Kimberly Ryder. Lantas apakah ada faktor kekerasan dalam rumah tangga? Pengacara Kimberly Ryder belum bisa menjawab hal tersebut. ""Wah itu kita belum bisa jawab ya. Ini masih mediasi kita juga sudah tuangkan dalam gugatan kita mengenai sebab-sebab perceraian. Tolong jangan berandai-andai terlebih dahulu. Karena secara agama sudah jatuh talak 3 kali. Kita punya bukti-buktinya bahkan kita mengantongi video mentalak. Jadi dari klien kami bukannya tidak ingin mempertahankan tetapi karena dari hukum agama sudah ada mengenai hal tersebut,"" pungkasnya Machi Achmad.","Kimberly Ryder tidak membatasi hubungan anak-anaknya dengan Edward Akbar. Ia mengatakan sering menghubungi suaminya untuk berkomunikasi dengan anaknya. ""Bilang papa lagi kerja, kalau reaksi anak ya aman sih,"" ungkap Kimberly Ryder saat ditemui di Pengadilan Agama Jakarta Pusat, Rabu 24 Juli 2024. ""Tidak ada yang membatasi pokoknya, ya terus mencoba untuk berkomunikasi,"" lanjutnya lagi. Lantas apakah ada faktor kekerasan dalam rumah tangga? Ini masih mediasi kita juga sudah tuangkan dalam gugatan kita mengenai sebab-sebab perceraian. Tolong jangan berandai-andai terlebih dahulu. Karena secara agama sudah jatuh talak 3 kali. Kita punya bukti-buktinya bahkan kita mengantongi video mentalak."
