title,category,publish_date,author,article_url,content,summary
Arafah Rianti Nangis Steven Wongso Kasih Tas Mahal karena Bingung,detikHot,2024-09-20,Desi Puspasari,https://hot.detik.com/celeb/d-7550347/arafah-rianti-nangis-steven-wongso-kasih-tas-mahal-karena-bingung,"Komika Arafah Rianti baru saja berulang tahun ke-27 pada 2 September 2024. Tak disangka Arafah mendapatkan hadiah tas branded Chanel dari Steven Wongso. Steven Wongso memberikan tas Chanel seri C 22 Small Handbag Black Ghw dengan harga mencapai Rp 100 juta. Dalam video di media sosial, Arafah sampai menangis ketika melihat hadiah dari Steven Wongso. ""Gue nggak pernah beli tas begitu, gue nggak pernah dapat tas begitu. Iya nah gue kan nggak pernah ya dikasih-kasih gitu. Teman-teman gue juga bilangnya gitu (nggak cocok dikasih ke gue),"" ucap Arafah Rianti tersipu saat menjadi bintang tamu FYP Trans7, Kamis 19 September 2024.    Dia berseloroh bingung memakai tas pemberian content creator asal Surabaya itu. Kakak Halda Rianta itu berseloroh jarang bertemu dengan orang kaya. Bukan cuma terharu, ternyata ada alasan lain Arafah menangis saat mendapat hadiah tas mahal itu. ""Pengin nangis karena bingung nanti gantiinnya apa karena kan kalau orang ngasih gitu kayak nggak enak. Dia ulang tahun 20 Oktober gue nggak tahu ngasih apa. Gue nggak pernah beli tas mahal, jadinya... aku juga happy sih,"" seloroh Arafah Rianti sambil tertawa. Komika asal Depok itu mengatakan Steven Wongso adalah cowok pertama yang memberikannya hadiah seperti itu. Steven Wongso yang dihubungi melalui video call tak bisa menjawab alasannya membelikan tas mahal untuk Arafah Rianti. Steven Wongso juga bingung memberikan jawaban saat dikulik belum juga nembak Arafah Rianti. Padahal mereka udah ngaku saling sayang dan cinta loh. ""Ehm... bingung jawabnya,"" kata Steven Wongso. ""(Kasih hadiah tas mahal) Karena cinta masa karena...,"" sambung Steven tertawa malu.","Komika Arafah Rianti baru saja berulang tahun ke-27 pada 2 September 2024. Steven Wongso memberikan tas Chanel seri C 22 Small Handbag Black Ghw dengan harga mencapai Rp 100 juta. Iya nah gue kan nggak pernah ya dikasih-kasih gitu. Teman-teman gue juga bilangnya gitu (nggak cocok dikasih ke gue),"" ucap Arafah Rianti tersipu saat menjadi bintang tamu FYP Trans7, Kamis 19 September 2024. Pengin nangis karena bingung nanti gantiinnya apa karena kan kalau orang ngasih gitu kayak nggak enak. Dia ulang tahun 20 Oktober gue nggak tahu ngasih apa. Gue nggak pernah beli tas mahal, jadinya... aku juga happy sih,"" seloroh Arafah Rianti sambil tertawa. Steven Wongso yang dihubungi melalui video call tak bisa menjawab alasannya membelikan tas mahal untuk Arafah Rianti. Padahal mereka udah ngaku saling sayang dan cinta loh. "" Ehm... bingung jawabnya,"" kata Steven Wongso. ""("
Pemerhati Anak Sepakat soal Langkah Nikita Mirzani Laporkan Vadel,detikHot,2024-09-20,"detikTV, detikTV",https://hot.detik.com/detiktv/d-7549982/pemerhati-anak-sepakat-soal-langkah-nikita-mirzani-laporkan-vadel,Pemerhati anak menyebut laporan polisi yang dilakukan Nikita Mirzani ke Vadel Badjideh merupakan hak Nikita selaku ibu kandung LM. Retno Listyarti pun setujui tindakan Niki.   ,Pemerhati anak menyebut laporan polisi yang dilakukan Nikita Mirzani ke Vadel Badjideh merupakan hak Nikita selaku ibu kandung LM. Retno Listyarti pun setujui tindakan Niki.
Polisi Ungkap LM Tenang saat Diperiksa Penyidik Selama 3 Jam,detikHot,2024-09-20,"detikTV, detikTV",https://hot.detik.com/detiktv/d-7549976/polisi-ungkap-lm-tenang-saat-diperiksa-penyidik-selama-3-jam,"Polres Metro Jakarta Selatan memeriksa anak Nikita Mirzani, LM selama 3 jam, Kamis 19 September. Polisi mengungkap selama pemeriksaan LM dalam kondisi tenang.   ","Polres Metro Jakarta Selatan memeriksa anak Nikita Mirzani, LM selama 3 jam, Kamis 19 September. Polisi mengungkap selama pemeriksaan LM dalam kondisi tenang."
"Armand Maulana Jadi Saksi di Nikahan Nino RAN, Ini Alasannya",detikHot,2024-09-20,prih febriani,https://hot.detik.com/celeb/d-7549413/armand-maulana-jadi-saksi-di-nikahan-nino-ran-ini-alasannya,"Vokalis Gigi Band, Armand Maulana menjadi saksi dalam pernikahan Nino RAN hari ini di salah satu hotel di kawasan Jakarta. Hal ini terlihat dalam Instagram milik Armand Maulana yang tak menyangka kenapa dijadikan saksi dalam pernikahan Nino. ""Lu kenapa jadiin gue saksi nikah sama Icha (panggilan istri Nino)?"" tanya Armand Maulana dilihat detikcom, Jumat 20 September 2024.     ""Karena terakhir gue ulang tahun pas masih ada bokap gue, pas beres dikasih pesta kejutan itu bokap gue di parkiran ngobrol sama Kang Armand, dia bilang 'titip Nino ya' itu makanya karena bokap nitipin jadi gue mau (Kang Armand jadi saksi). Makasih banyak ya, Kang,"" jawab Nino RAN sambil memeluk Armand Maulana.     Dalam keteranganya, Armand Maulana menjelaskan ini adalah kali kedua menjadi saksi dalam pernikahan temannya. ""Alhamdulillah untuk kedua kalinya saya diminta menjadi saksi pernikahan..dulu diminta ama @tantrisyalindri @ardahatna ...hari ini saya diminta ama @ninokayam & @dhabitannisa,"" tulis Armand Maulana.  Armand Maulana memberikan doa terbaik bagi pernikahan Nino RAN ini. ""In Shaa Allah Noooo didoain Sakinah Mawaddah Warahmah di jumat berkah ini Aamiin Ya Rabb #armandmaulana #pernikahan #wedding #jumatberkah #jumat,"" tutur Armand Maulana lagi. Nino sendiri mengaku bahagia karena bisa mewujudkan pernikahan impian. Ia berhasil menyembunyikan hubungannya dengan Dhabitannisa Auni selama berbulan-bulan. ""Kapan nikah kak? TAK PERLU LAGI BERTANYA Merahasiakan hubungan kami berbulan-bulan karena netizen bijak pernah berkata: ""Kak kalo posting foto sama pasangan nanti aja kalo sudah sah."" Siap laksanakan,"" tulis Nino. ","Vokalis Gigi Band, Armand Maulana menjadi saksi dalam pernikahan Nino RAN hari ini di salah satu hotel di kawasan Jakarta. Hal ini terlihat dalam Instagram milik Armand Maulana yang tak menyangka kenapa dijadikan saksi dalam pernikahan Nino. "" Lu kenapa jadiin gue saksi nikah sama Icha (panggilan istri Nino)?"" tanya Armand Maulana dilihat detikcom, Jumat 20 September 2024. Makasih banyak ya, Kang,"" jawab Nino RAN sambil memeluk Armand Maulana. Alhamdulillah untuk kedua kalinya saya diminta menjadi saksi pernikahan..dulu diminta ama @tantrisyalindri @ardahatna ...hari ini saya diminta ama @ninokayam & @dhabitannisa,"" tulis Armand Maulana. Nino sendiri mengaku bahagia karena bisa mewujudkan pernikahan impian."
"Putry Poyz Rehat Nge-DJ, Fokus Berbisnis",detikHot,2024-09-20,Mauludi Rismoyo,https://hot.detik.com/music/d-7549006/putry-poyz-rehat-nge-dj-fokus-berbisnis,"Putry Poyz memberikan kabar terbaru soal DJ. Ia mengaku tengah rehat dari dunia tersebut. Pemilik 280 ribu pengikut di Instagram itu mengatakan sedang fokus berbisnis. Ia baru merilis produk vape. ""Melihat lifestyle yang sudah berubah dari rokok biasa ke rokok elektrik yang ngebuat aku pikir ini bakalan menjadi bisnis yang menjanjikan, dan aku concern banget banyak yang pengin cobain vape tapi takut pusing atau kecanduan karena berbahan nikotin, jadi aku adakan deh vape zero nicotin,"" ujarnya saat dihubungi.    Putry Poyz butuh waktu dua tahun untuk mengeluarkan bisnis vape. Sebab, ia mengaku tak asal dalam usaha teranyarnya tersebut. ""Cukup panjang prosesnya dari 2022 untuk Smopi ini, karena benar-benar dipilih banget dari brand yang the best mana saja produknya yang mau dimasukkan ke Indonesia dan mencocokkan dengan regulasi Indonesia,"" tuturnya. Sebelum vape, Putry Poyz mengatakan sudah punya beberapa bisnis. Salah satunya di dunia fashion. ""DJ lagi off. Bisnis juga menggiurkan karena aku ambil yang konsumsi lifestyle orang-orang sekarang. Ada bisnis fashion di baju-baju,"" katanya. Dalam waktu dekat, Putry Poyz berencana ke Paris. Ia mau memberi kejutan lain. ""Dalam waktu dekat ada fashion show di Paris yang kedua kalinya, jadi mau fokus ini dulu,"" pungkasnya.","Putry Poyz memberikan kabar terbaru soal DJ. Ia mengaku tengah rehat dari dunia tersebut. Melihat lifestyle yang sudah berubah dari rokok biasa ke rokok elektrik yang ngebuat aku pikir ini bakalan menjadi bisnis yang menjanjikan, dan aku concern banget banyak yang pengin cobain vape tapi takut pusing atau kecanduan karena berbahan nikotin, jadi aku adakan deh vape zero nicotin,"" ujarnya saat dihubungi. Sebelum vape, Putry Poyz mengatakan sudah punya beberapa bisnis. Dalam waktu dekat, Putry Poyz berencana ke Paris. Dalam waktu dekat ada fashion show di Paris yang kedua kalinya, jadi mau fokus ini dulu,"" pungkasnya."
"Nino RAN Sukses Sembunyikan Hubungan, Kini Resmi Nikahi Dhabitannisa",detikHot,2024-09-20,prih febriani,https://hot.detik.com/celeb/d-7549392/nino-ran-sukses-sembunyikan-hubungan-kini-resmi-nikahi-dhabitannisa,"Keberhasilan Nino RAN untuk menyembunyikan hubungannya dengan kekasih hatinya, Dhabitannisa Auni akhirnya bisa terwujud. Selama berbulan-bulan hubungan asmara tersebut sama sekali tidak pernah terkuak ke media. Kini keduanya resmi menikah dan Nino sudah tidak khawatir lagi untuk ditanya kapan akan menikah. ""Kapan nikah kak? TAK PERLU LAGI BERTANYA Merahasiakan hubungan kami berbulan-bulan karena netizen bijak pernah berkata: ""Kak kalo posting foto sama pasangan nanti aja kalo sudah sah."" Siap laksanakan,"" tulisnya dalam Instagram miliknya dilihat detikcom, Jumat 20 September 2024.     Pelantun lagu Selamat Pagi itu mengucapkan terima kasih kepada semua pihak yang sudah mendoakannya dan memberikan ucapan pada hari pernikahan ini. ""Terima kasih untuk semua ucapannya, maaf belum bisa membalas satu per satu. Salam, Nino. Suami orang,"" bebernya lagi. Momen ijab kabul Nino ini diabadikan oleh Vidi Aldiano dalam Instagram Stories miliknya.  ""Saya terima nikah dan kawinnya Dhabitannisa Auni binti Dendi Noviardi dengan maskawinnya tersebut dibayar tunai,"" ucap Nino saat mengucapkan ijab kabul. Sebelumnya vokalis RAN ini juga memposting dalam Instagram miliknya. Dalam postingannya, Nino terlihat gagah mengenakan beskap putih dengan blangkon di sana.  ""OOTD Setelah merilis Rahasia #1 & #2, anggap saja ini Rahasia #3 Gimana? Kaget sedikit ngga?"" tulisnya dalam Instagram miliknya.  ","Keberhasilan Nino RAN untuk menyembunyikan hubungannya dengan kekasih hatinya, Dhabitannisa Auni akhirnya bisa terwujud. Siap laksanakan,"" tulisnya dalam Instagram miliknya dilihat detikcom, Jumat 20 September 2024. Terima kasih untuk semua ucapannya, maaf belum bisa membalas satu per satu. ""Saya terima nikah dan kawinnya Dhabitannisa Auni binti Dendi Noviardi dengan maskawinnya tersebut dibayar tunai,"" ucap Nino saat mengucapkan ijab kabul. Sebelumnya vokalis RAN ini juga memposting dalam Instagram miliknya. ""OOTD Setelah merilis Rahasia #1 & #2, anggap saja ini Rahasia #3 Gimana?"
Sarwendah Buka-bukaan Soal Dikeluarkan dari Cherrybelle,detikHot,2024-09-20,Mauludi Rismoyo,https://hot.detik.com/celeb/d-7547763/sarwendah-buka-bukaan-soal-dikeluarkan-dari-cherrybelle,"Sarwendah dikenal di dunia hiburan Tanah Air setelah tergabung dalam girlband Cherrybelle pada 2011. Namun, ibu tiga anak itu cuma bertahan setahun di grup pelantun Beautiful tersebut. Kini setelah 12 tahun, Sarwendah mengungkapkan fakta yang selama ini menyebut dirinya keluar dari Cherrybelle. Wanita yang sedang proses cerai dengan Ruben Onsu itu mengatakan yang sebenarnya terjadi ialah dirinya dikeluarkan pihak girlband. Sarwendah mengutarakan alasan dikeluarkan dari Cherrybelle. Hal itu diungkapkannya saat mengisi acara Obrolan Tiap Waktu Trans7 yang tayang 15 September 2024.    ""Dikeluarin. Aku cuma nanya kejelasan gitu, karena kita kerja pagi-malam, pagi-malam-siang, sampai nggak ada pagi lagi, jam tidur, cuma mau menanyakan kejelasan doang, terus tiba-tiba kejelasannya suratnya disuruh keluar, ya sudah,"" ujarnya. Namun, Sarwendah tak merinci terkait kejelasan yang dimaksud. Yang pasti ia memang cuma meminta kejelasan ke pihak Cherrybelle. ""Ya kan kita maunya yang jelas. Hubungan saja maunya yang pasti, kan,"" tuturnya. Saat ditanya soal hal yang berkesan selama di girlband itu, Sarwendah malah nyinyir. ""Ya latihan dengan ketidakjelasan pasti capek banget dong ya,"" katanya. Dalam kesempatan itu, Sarwendah juga membongkar belakang panggung dari Cherrybelle. Ia menyebut beberapa personel suka rebutan baju. ""Pilih-pilih warna baju bisa berantem, bisa rebutan. Aku lebih ke tim pasrah, yang mana saja yang penting muat,"" pungkasnya.","Sarwendah dikenal di dunia hiburan Tanah Air setelah tergabung dalam girlband Cherrybelle pada 2011. Kini setelah 12 tahun, Sarwendah mengungkapkan fakta yang selama ini menyebut dirinya keluar dari Cherrybelle. Wanita yang sedang proses cerai dengan Ruben Onsu itu mengatakan yang sebenarnya terjadi ialah dirinya dikeluarkan pihak girlband. Saat ditanya soal hal yang berkesan selama di girlband itu, Sarwendah malah nyinyir. "" Ya latihan dengan ketidakjelasan pasti capek banget dong ya,"" katanya. Ia menyebut beberapa personel suka rebutan baju. "" Pilih-pilih warna baju bisa berantem, bisa rebutan. Aku lebih ke tim pasrah, yang mana saja yang penting muat,"" pungkasnya."
Reaksi Vadel Badjideh Hadapi Nikita Mirzani,detikHot,2024-09-20,Desi Puspasari,https://hot.detik.com/celeb/d-7549161/reaksi-vadel-badjideh-hadapi-nikita-mirzani,"Vadel Badjideh, kekasih anak Nikita Mirzani menunjukkan reaksi hadapi kemarahan ibu kekasihnya itu. Vadel Badjideh yang sempat diduga kabur, muncul memberikan statement melalui akun Instagramnya. Lewat akun Instagram pribadinya @vadelbadjideh, menegaskan menggandeng pengacara Razman Arif Nasution sebagai kuasa hukumnya. ""Bersama ini saya informasi kan, bahwa saya telah menunjuk bapak Razman Arif Nasution dan kawan-kawan sebagai kuasa hukum saya dan segala sesuatu terkait diri saya yang sedang dilaporkan di Polres Jakarta Selatan tidak akan menjawab apa pun dan silakan hubungi bapak Razman Arif Nasution,"" tulis Vadel Badjideh dalam unggahan dilihat Jumat 20 September 2024.    Vadel Badjideh sempat berkomunikasi dengan anak Nikita Mirzani melalui video call. Anak Nikita Mirzani meminta tolong Vadel saat ibunda datang menjemputnya. Nikita Mirzani mengetahui dan nggak menyangka anaknya sempat menghubungi Vadel Badjideh. Nikita berujar sempat bicara langsung dengan Vadel Badjideh. ""Sudah tahu dia bakal berontak sih, tapi nggak expect aja ternyata di momen berontaknya itu dia malah telepon laki-laki (Vadel) itu. Sempat ngomong juga sama laki-laki itu, lumayan nantangin, ngancem juga,"" cerita Nikita saat ditemui di Polres, ditemani kuasa hukum dan asistennya, Kamis 19 September 2024 malam. Nikita Mirzani mengatakan Vadel sesumbar akan ke Polres Jakarta Selatan. Sampai Nikita Mirzani pulang, Vadel Badjideh sama sekali tidak terlihat. ""Katanya mau datang, tapi ditungguin nggak nunjukkin batang hidungnya sama sekali,"" celetuk Nikita. Nikita Mirzani melaporkan Vadel Badjideh ke Polres Jakarta Selatan. Nikita Mirzani melaporkan Vadel Badjideh soal Pasal Undang-undang (UU) Kesehatan, UU Perlindungan Anak dan KUHP. Adapun pasal yang dijeratkan, yakni 76D dalam UU Perlindungan Anak. Pasal 76D UU 35/2024, yakni setiap orang dilarang melakukan kekerasan atau ancaman kekerasan memaksa anak melakukan persetubuhan dengannya atau dengan orang lain. ","Vadel Badjideh, kekasih anak Nikita Mirzani menunjukkan reaksi hadapi kemarahan ibu kekasihnya itu. Vadel Badjideh yang sempat diduga kabur, muncul memberikan statement melalui akun Instagramnya. Bersama ini saya informasi kan, bahwa saya telah menunjuk bapak Razman Arif Nasution dan kawan-kawan sebagai kuasa hukum saya dan segala sesuatu terkait diri saya yang sedang dilaporkan di Polres Jakarta Selatan tidak akan menjawab apa pun dan silakan hubungi bapak Razman Arif Nasution,"" tulis Vadel Badjideh dalam unggahan dilihat Jumat 20 September 2024. Vadel Badjideh sempat berkomunikasi dengan anak Nikita Mirzani melalui video call. Sudah tahu dia bakal berontak sih, tapi nggak expect aja ternyata di momen berontaknya itu dia malah telepon laki-laki (Vadel) itu. Sampai Nikita Mirzani pulang, Vadel Badjideh sama sekali tidak terlihat. "" Nikita Mirzani melaporkan Vadel Badjideh ke Polres Jakarta Selatan. Adapun pasal yang dijeratkan, yakni 76D dalam UU Perlindungan Anak. Pasal 76D UU 35/2024, yakni setiap orang dilarang melakukan kekerasan atau ancaman kekerasan memaksa anak melakukan persetubuhan dengannya atau dengan orang lain."
Tangis Bahagia Denny Cagur dan Istri Bertemu Anak yang Sekolah di Semi Militer,detikHot,2024-09-20,prih febriani,https://hot.detik.com/celeb/d-7548766/tangis-bahagia-denny-cagur-dan-istri-bertemu-anak-yang-sekolah-di-semi-militer,"Komedian senior Denny Cagur dan istrinya, Shanty akhirnya bisa bertemu dengan anaknya, Fabian Muhammad setelah berpisah selama tiga untuk. Fabian Muhammad memang bersekolah di SMA Presiden2 Boarding School. Dikutip dari situsnya, SMA Presiden2 Boarding School adalah sekolah semi militer yang mengantarkan siswa untuk menjadi TNI Polisi maupun kedinasan hingga universitas ternama. Momen pertemuan itu terlihat dalam Instagram milik Shanty Denny. Ia dan Denny Cagur langsung berlari saat diperbolehkan bertemu dengan anaknya.     ""Ya Allah kakak, mama bisa tahu langsung kalau ini kakak. Alhamdulillah kakak, mami bangga banget sama kakak. Sekarang kita ke villa habis itu pulang, tapi nanti tanggal 23 kita ke sini lagi,"" ungkap Shanty Denny dalam Instagram Stories miliknya dilihat detikcom, Kamis 19 September 2024.     Dalam unggahannya, Shanty dan Denny Cagur juga membaca surat yang dituliskan anaknya itu. Fabian Muhammad mengaku bahagia karena bisa mendapatkan kasih sayang yang luar biasa dari kedua orang tuanya. ""Waktu di rumah kakak susah banget nurut mami dan papi padahal hal sepele doang kayak baju di mana-mana, tapi saat kakak tinggal di asmara kakak sadar apa yang mami dan papi bilang itu benar. Kakak di sini rajin salat, mengaji, angkat galon, nyapu dan ngepel. Dulu hal-hal kayak gitu nggak mungkin kakak lakukan,"" sepenggal isi surat yang dibacakan Shanty.  Shanty juga berterima kasih kepada anaknya karena sudah mau berusaha untuk menjadi pribadi yang lebih baik lagi. ""surat terindah yg pernah mamih baca ka @fabianmyahva_ ungkapan hati kaka , MasyaAllah nakk.. terima kasih mau berjuang keluar dari zona nyaman demi cita2 dan masa depanmu kelak, dititik ini saja haru dan bangga sekali mamih nak, mudah2an mamih sama papih diberikan kesehatan dan umur panjang , supaya bisa menyaksikan keberhasilanmu kelak, Aamiin,"" tulis Shanty dalam unggahannya. Pada wawancara sebelumnya, baik Shanty maupun Denny Cagur menyampaikan rasa rindunya yang berpisah sementara dengan anaknya yang melanjutkan di sekolah asmara.  ""Ke sini makin berasa ya, biasanya ramai, seru, olahraga bareng. Tiap ini mami-mami, sekarang nggak ada yang manggil mami minta makan,"" ujarnya di studio Pagi Pagi Ambyar Trans TV, Jakarta Selatan, pada Agustus 2024. Masih banyak hal yang dikangenin Shanty Denny terhadap buah hatinya. Ia jadi tak ada teman cerita dan olahraga. ""Abi tuh teman ceritaku juga, curhat sama anak sendiri. Abi juga cerita. Dari olahraga bareng, boxing, muaythai tuh tiap pagi. Ke kamarnya aku tidur-tiduran di kamar dia,"" tuturnya.  Simak juga Video 'Respons Denny Cagur yang Dicap Pelawak Sombong':    Saksikan Live DetikPagi: ","Komedian senior Denny Cagur dan istrinya, Shanty akhirnya bisa bertemu dengan anaknya, Fabian Muhammad setelah berpisah selama tiga untuk. Fabian Muhammad memang bersekolah di SMA Presiden2 Boarding School. Ia dan Denny Cagur langsung berlari saat diperbolehkan bertemu dengan anaknya. ""Ya Allah kakak, mama bisa tahu langsung kalau ini kakak. Dalam unggahannya, Shanty dan Denny Cagur juga membaca surat yang dituliskan anaknya itu. Fabian Muhammad mengaku bahagia karena bisa mendapatkan kasih sayang yang luar biasa dari kedua orang tuanya. "" Dulu hal-hal kayak gitu nggak mungkin kakak lakukan,"" sepenggal isi surat yang dibacakan Shanty. Tiap ini mami-mami, sekarang nggak ada yang manggil mami minta makan,"" ujarnya di studio Pagi Pagi Ambyar Trans TV, Jakarta Selatan, pada Agustus 2024. Ia jadi tak ada teman cerita dan olahraga. "" Abi tuh teman ceritaku juga, curhat sama anak sendiri. Dari olahraga bareng, boxing, muaythai tuh tiap pagi. Ke kamarnya aku tidur-tiduran di kamar dia,"" tuturnya."
Nino RAN Bagikan Rahasia Lagi Momen Penting Sebulan Lalu,detikHot,2024-09-21,Desi Puspasari,https://hot.detik.com/celeb/d-7551752/nino-ran-bagikan-rahasia-lagi-momen-penting-sebulan-lalu,"Nino RAN resmi menikahi Dhabitanissa Auni atau Ica, Jumat 20 September 2024. Nino memang tak banyak mengumbar hubungannya dengan Ica. Setelah resmi menikah, penyanyi bernama lengkap Anindyo Baskoro itu membagiakn momen penting yang diam-diam dia gelar sebulan lalu bersama Ica. Sebulan lalu, Nino melamar Ica. ""Beberapa bulan lalu saat semua rahasia ini belum kami bagikan. The Engagement of Anindyo & Dhabita 02/06/24,"" tulis Nino di Instagramnya, Sabtu 21 September 2024.    Dalam keterangan yang dicantumkan, lamaran digelar di Hotel Novotel Bogor, Jawa Barat. Dalam Instagram Stories pribadinya, Nino memperlihatkan foto lamarannya. ""Lamaran Diam Diam di Bulan Juni,"" tulisnya.    Ica diketahui berprofesi sebagai dokter gigi. Drg. Dhabitannisa Auni adalah Dokter Gigi Umum yang prakti di Dentalosophy Senopati dan Klinik Gigi Senyum Ceria Bintaro. Nino menggelar pernikahan dengan Ica di Hotel Westin, Jakarta Selatan. Vokalis Gigi Band, Armand Maulana menjadi saksi dalam pernikahan personel RAN itu. ""Lu kenapa jadiin gue saksi nikah sama Icha (panggilan istri Nino)?"" tanya Armand Maulana dilihat detikcom, Jumat 20 September 2024. ""Karena terakhir gue ulang tahun pas masih ada bokap gue, pas beres dikasih pesta kejutan itu bokap gue di parkiran ngobrol sama Kang Armand, dia bilang 'titip Nino ya' itu makanya karena bokap nitipin jadi gue mau (Kang Armand jadi saksi). Makasih banyak ya, Kang,"" jawab Nino RAN sambil memeluk Armand Maulana.","Nino RAN resmi menikahi Dhabitanissa Auni atau Ica, Jumat 20 September 2024. Setelah resmi menikah, penyanyi bernama lengkap Anindyo Baskoro itu membagiakn momen penting yang diam-diam dia gelar sebulan lalu bersama Ica. Beberapa bulan lalu saat semua rahasia ini belum kami bagikan. The Engagement of Anindyo & Dhabita 02/06/24,"" tulis Nino di Instagramnya, Sabtu 21 September 2024. Dalam keterangan yang dicantumkan, lamaran digelar di Hotel Novotel Bogor, Jawa Barat. Ica diketahui berprofesi sebagai dokter gigi. Vokalis Gigi Band, Armand Maulana menjadi saksi dalam pernikahan personel RAN itu. "" Lu kenapa jadiin gue saksi nikah sama Icha (panggilan istri Nino)?"""
