title,category,publish_date,article_url,content,summary
Plot Hole Captain America di 'Endgame' Ternyata Gara-Gara Sutradara dan Penulis Tak Sepaham,Film,2019-09-25,https://www.wowkeren.com/berita/tampil/00275045.html,""","" boleh saja menyajikan alur cerita yang amat sempurna dan patut diacungi jempol. Meski demikian, ada sejumlah bagian dalam seri lanjutan "","" tersebut yang masih mengundang tanda tanya besar di kalangan penggemar.,,,,Tak hanya soal konsep,dan realitas lini masa yang terpengaruh saat para superhero mengambil Infinity Stones, adegan,film ini juga mendapatkan atensi tersendiri. Dimana adegan ini menampilkan Captain America (,) yang memutuskan untuk menetap di masa lalu dan hidup bersama wanita yang dicintainya, Peggy Carter (,).,Meski cukup mengharukan, namun adegan ini disebut sebagai,, alias sebuah adegan kosong yang seakan tak selaras dengan alur film. Bukan tanpa alasan, hal ini lantaran tidak adanya penjelasan mendetail kenapa superhero dengan nama asli Steve Rogers itu bisa kembali ke masa lalu yang jelas-jelas melanggar konsep waktu.,Menanggapi hal ini, akhirnya duo penulis ""Avengers: Endgame"", Stephen McFeely dan Christopher Markus, pun buka suara. Keduanya mengklaim bahwa sebenarnya mereka tidak sepaham dengan konsep,yang dirancang oleh duo sutradara Anthony dan Joe Russo.,Stephen dan Christopher dengan gamblang mengaku jika mereka tak setuju dengan ide Russo Brothers yang menyebut kalau Captain America menciptakan realitas alternatif, alias kembali ke masa lalu tanpa mempengaruhi,utama. Stephen dan Christopher justru bersikeras jika Captain America tetap berada dalam kontinuitas utama dan menciptakan sebuah,baru.,""Stephen McFeely dan aku begitu kagum dengan gagasan bahwa Steve kembali (ke masa lalu) yang entah bagaimana tetap akan kembali,"" tutur Christopher dilansir,pada Rabu (25/9).,""Dia harus menjalani hidupnya. (Tapi) jika Capt kembali ke masa lalu, dia terikat kehormatan untuk memperbaiki semua yang dia tahu akan terjadi. Jadi dia harus pergi menyelamatkan Bucky atau pun mencegah pembunuhan Kennedy,"" lanjutnya.,""Sebenarnya bukan itu sebabnya kami (Christopher dan Stephen) mengirimnya kembali ke masa lalu,"" imbuhnya lagi. ""Kami mengirimnya kembali sehingga ia bisa menjadi manusia seutuhnya, dan akhirnya pulang dari perang. Kami tidak ingin dia kembali dan terus melanjutkan aksinya, kami ingin dia beristirahat."",Tampaknya hal ini pula lah yang menyebabkan akhir cerita Captain America terkesan mengambang dan tak dijelaskan dengan lebih detail dalam ""Avengers: Endgame"". Di film ini, sang Captain mendadak dimunculkan dalam versi tua usai melakukan,dan menyebut bahwa ia memilih tinggal di masa lalu, seakan tindakannya tersebut tak mengubah sejarah apapun.",""","" boleh saja menyajikan alur cerita yang amat sempurna dan patut diacungi jempol. Dimana adegan ini menampilkan Captain America (,) yang memutuskan untuk menetap di masa lalu dan hidup bersama wanita yang dicintainya, Peggy Carter (,).,Meski cukup mengharukan, namun adegan ini disebut sebagai,, alias sebuah adegan kosong yang seakan tak selaras dengan alur film. ,Stephen dan Christopher dengan gamblang mengaku jika mereka tak setuju dengan ide Russo Brothers yang menyebut kalau Captain America menciptakan realitas alternatif, alias kembali ke masa lalu tanpa mempengaruhi,utama. Stephen dan Christopher justru bersikeras jika Captain America tetap berada dalam kontinuitas utama dan menciptakan sebuah,baru. ,""Stephen McFeely dan aku begitu kagum dengan gagasan bahwa Steve kembali (ke masa lalu) yang entah bagaimana tetap akan kembali,"" tutur Christopher dilansir,pada Rabu (25/9).,""Dia harus menjalani hidupnya. ( Tapi) jika Capt kembali ke masa lalu, dia terikat kehormatan untuk memperbaiki semua yang dia tahu akan terjadi. Kami mengirimnya kembali sehingga ia bisa menjadi manusia seutuhnya, dan akhirnya pulang dari perang. Kami tidak ingin dia kembali dan terus melanjutkan aksinya, kami ingin dia beristirahat. "",Tampaknya hal ini pula lah yang menyebabkan akhir cerita Captain America terkesan mengambang dan tak dijelaskan dengan lebih detail dalam ""Avengers: Endgame""."
Atta Halilintar Justru Asyik Ngemong Adik-adik Aurel Hermansyah Di Tengah Keributan Kabar Miring,Selebriti,2019-09-25,https://www.wowkeren.com/berita/tampil/00275047.html,"belakangan ini ramai diperbincangkan karena disangkut pautkan dengan DJ seksi,. Atta diduga sebagai pria yang disebut-sebut telah meniduri dan memperdaya cinta Bebby.,,,Meski namanya santer diberitakan miring, Atta seolah tak peduli. Ia justru fokus membuat konten di saluran YouTube pribadinya yang sudah mencapai 19 juta,.,Baru-baru ini, putra sulung dari Gen Halilintar itu terlihat mengunjungi kediaman,. Ia rupanya membuat konten bersama Arsy dan Arsya putra,dan,.,Momen tersebut terlihat dalam video yang diunggah di akun Instagram Arsy. Dalam video tersebut, Atta tampak begitu akrab dengan Arsy dan Arsya.,Mereka kompak duduk di sofa seraya asyik bermain fitur boomerang. "","" bunyi keterangan yang menyertai unggahan.,,,Warganet yang melihat postingan tersebut pun meninggalkan responnya. Mereka memuji sikap Atta yang begitu telaten momong adik-adik Aurel itu. Maklum saja, Atta memiliki banyak saudara yang membuatnya gampang dekat dengan anak kecil.,"","" seru netter. "","" sahut yang lain. "","" goda lainnya. "","" tambah lainnya.,Seperti diketahui, Atta dan Aurel merupakan teman baik. Mereka bahkan pernah dijodohkan sebagai pasangan oleh netizen. Meski Atta tengah diterpa kabar miring, hubungannya dengan Aurel tetap baik.","belakangan ini ramai diperbincangkan karena disangkut pautkan dengan DJ seksi,. Atta diduga sebagai pria yang disebut-sebut telah meniduri dan memperdaya cinta Bebby. ,Baru-baru ini, putra sulung dari Gen Halilintar itu terlihat mengunjungi kediaman,. ,Momen tersebut terlihat dalam video yang diunggah di akun Instagram Arsy. Dalam video tersebut, Atta tampak begitu akrab dengan Arsy dan Arsya. bunyi keterangan yang menyertai unggahan. Mereka bahkan pernah dijodohkan sebagai pasangan oleh netizen. Meski Atta tengah diterpa kabar miring, hubungannya dengan Aurel tetap baik."
INFOGRAFIS: Cara Mencegah Kejahatan SIM Swap Fraud,Selebriti,2019-09-25,https://www.wowkeren.com/berita/tampil/00275052.html,,
Ratusan Pelajar Ikut-Ikutan Datangi DPR Untuk Demo Karena Dapat Pesan Berantai,Nasional,2019-09-25,https://www.wowkeren.com/berita/tampil/00275053.html,"Massa yang terdiri atas pelajar ramai-ramai mendatangi Gedung DPR RI pada hari ini (25/9). Para pelajar tersebut mengaku ingin mengikuti demo penolakan Rancangan Undang-Undang (RUU) meski tak tahu RUU mana yang akan ditolak.,,,Polisi lantas meminta agar para pelajar duduk berjajar di trotoar depan gerbang utama Gedung DPR di Jalan Gatot Subroto. Pelajar yang berjumlah ratusan tersebut mengaku berasal dari Sekolah Menengah Kejuruan (SMK) Tangerang. Mereka pun diomeli oleh polisi.,Massa diketahui datang ke depan Gedung DPR sekitar pukul 12.30 WIB tadi. Para pelajar ini rupanya mengaku datang karena mendapat pesan berantai untuk mengikuti demo.,""Mereka saya tanyakan tujuannya ternyata mereka mendapatkan pesan berantai,"" jelas kata Kapolres Jakarta Pusat, Harry Kurniawan, di depan gerbang Gedung DPR pada Rabu (23/9). ""Yang hari ini kami akan dalami dari mana pesannya untuk mereka datang ke DPR."",Menurut Harry, massa pelajar tersebut tidak ada yang tahu soal tujuan sebenarnya dalam menjalankan aksi di depan Gedung DPR. Pihak kepolisian akhirnya mengangkut para pelajar itu ke Polda Metro Jaya.,""Saya tanya mereka satu per satu tujuannya apa, mereka tidak ada yang tahu,"" terang Harry. ""Semuanya sudah kita bawa ke Polda Metro Jaya, kita kumpulkan di Direktorat Binmas, nanti kita dalami karena mungkin dengan pendekatan Binmas bisa lebih mendalam."",Pihak kepolisian juga menemui bahwa sejumlah massa membawa besi dan petasan. Mereka masih mendalami motif para peserta aksi.,""Tadi kita temukan beberapa membawa besi, ada petasan kembang api, ada besi panjang juga,"" ungkap Harry. ""Nanti kita dalami motifnya apa."",Menurut Harry, massa aksi yang datang ini tidak memberi surat pemberitahuan sebelumnya. Aksi juga dilarang dilakukan di depan Gedung DPR hari ini lantaran sedang ada pembersihan atas kerusakan yang timbul akibat demo mahasiswa pada Selasa (24/9).,Sementara itu, beberapa pelajar mengaku hanya ikut-ikutan teman mereka yang ingin melakukan aksi di depan Gedung DPR. Mereka juga mengaku mendapat pesan berantai dari grup WhatsApp dan media sosial.,""Mau ikut demo, RUU,"" ujar seorang pelajar laki-laki kepada polisi. ""Pokoknya diajak ikut demo RUU, pokoknya RUU, dapat dari medsos.""","Massa yang terdiri atas pelajar ramai-ramai mendatangi Gedung DPR RI pada hari ini (25/9). Para pelajar ini rupanya mengaku datang karena mendapat pesan berantai untuk mengikuti demo. ,""Mereka saya tanyakan tujuannya ternyata mereka mendapatkan pesan berantai,"" jelas kata Kapolres Jakarta Pusat, Harry Kurniawan, di depan gerbang Gedung DPR pada Rabu (23/9). "" Pihak kepolisian akhirnya mengangkut para pelajar itu ke Polda Metro Jaya. Semuanya sudah kita bawa ke Polda Metro Jaya, kita kumpulkan di Direktorat Binmas, nanti kita dalami karena mungkin dengan pendekatan Binmas bisa lebih mendalam. Mereka masih mendalami motif para peserta aksi. Aksi juga dilarang dilakukan di depan Gedung DPR hari ini lantaran sedang ada pembersihan atas kerusakan yang timbul akibat demo mahasiswa pada Selasa (24/9).,Sementara itu, beberapa pelajar mengaku hanya ikut-ikutan teman mereka yang ingin melakukan aksi di depan Gedung DPR. Mereka juga mengaku mendapat pesan berantai dari grup WhatsApp dan media sosial. ,""Mau ikut demo, RUU,"" ujar seorang pelajar laki-laki kepada polisi. "" Pokoknya diajak ikut demo RUU, pokoknya RUU, dapat dari medsos."""
"Raffi Ahmad Beri Rafathar Uang Jajan Rp 100 Ribu Per Hari, Nagita Slavina: Ya Wajar-Wajar Aja Sih",Selebriti,2019-09-26,https://www.wowkeren.com/berita/tampil/00275129.html,"Beberapa waktu lalu terungkap,yang diberikan oleh,per hari pada sang putra semata wayang, Rafathar adalah Rp 100 ribu. Terkait hal itu, Raffi menyebut nominal itu cuma untuk uang saku sekolah.,,,""Ya namanya anak kalau sekolah dikasih uang jajan, kata Raffi saat ditemui di kawasan MH Thamrin, Jakarta Pusat pada Rabu (25/9) seperti dilansir dari,. ""Itu kan ada Lala (pengasuh Rafathar), ada mamahnya, Rafathar mana pegang uang."",Raffi mengungkap tidak pernah membatasi jumlah yang diberikannya pada Rafathar sebagai uang jajan. Suami,ini menegaskan bahwa memberi uang jajan Rafathar sesuai dengan kebutuhan.,""Enggak tahu mbak. Ya kan nggak dibatesin, namanya anak. Mau berapa yang penting cukup aja,"" sambung Raffi. ""Namanya juga di sekolah pasti makan tapi ada mbaknya. Dia mah mana ngerti jajan ini seribu, dua ribu, enggak ngerti.,Lebih lanjut, Raffi menjelaskan bahwa Rafathar tidak memegang uang jajannya sendiri. Masih berumur 4 tahun, Raffi menyebut Rafathar juga masih belum mengerti nilai uang.,""Enggaklah mana ada uang jajan anak kecil. Semua dari mamah papahnya,"" jelas Raffi. ""Enggak ngertilah, mana ngertilah dia baru umur empat tahun."",,,Sementara itu saat disinggung soal uang jajan Rafathar, Nagita atau akrab disapa Gigi malah syok. Gigi ternyata tidak begitu paham saat Raffi memberi uang jajan putranya sebesar Rp 100 ribu.,""Haaaa, siapa yang bilang? Enggak tahu, enggak ngerti juga sih aku,"" kata Gigi saat ditemui di kawasan Menteng, Jakarta Pusat pada Rabu (25/9). ""Karena setiap hari kadang-kadang dia minta makan di sekolah. Tapi aku biasanya dibekali juga dianya."",,Gigi menjelaskan bahwa dirinya selalu menyiapkan bekal makanan untuk Rafathar. ""Macam-macam sih, biasa juga masak di rumah,"" ujar Gigi.,Meski demikian, Gigi menegaskan bahwa uang jajan yang diberikan pada Rafathar masih dalam tahap wajar. Kakak,ini juga menyebut memberi uang jajan sesuai kemauan Rafathar sendiri.,""Ya semuanya sih yang wajar-wajar aja, sama kayak anak-anak di luaran sana,"" jelas Gigi. ""Kalau mau ya kadang di kasih, kadang enggak. Sama aja.""","Beberapa waktu lalu terungkap,yang diberikan oleh,per hari pada sang putra semata wayang, Rafathar adalah Rp 100 ribu. Terkait hal itu, Raffi menyebut nominal itu cuma untuk uang saku sekolah. Itu kan ada Lala (pengasuh Rafathar), ada mamahnya, Rafathar mana pegang uang. Suami,ini menegaskan bahwa memberi uang jajan Rafathar sesuai dengan kebutuhan. Namanya juga di sekolah pasti makan tapi ada mbaknya. Dia mah mana ngerti jajan ini seribu, dua ribu, enggak ngerti. ,Lebih lanjut, Raffi menjelaskan bahwa Rafathar tidak memegang uang jajannya sendiri. ,""Enggaklah mana ada uang jajan anak kecil. Semua dari mamah papahnya,"" jelas Raffi. "" Enggak tahu, enggak ngerti juga sih aku,"" kata Gigi saat ditemui di kawasan Menteng, Jakarta Pusat pada Rabu (25/9). "" Karena setiap hari kadang-kadang dia minta makan di sekolah. Kalau mau ya kadang di kasih, kadang enggak."
Reaksi Imut Ong Sung Woo Usai Ngaku Gagal Diet Sukses Bikin Fans Gemas,Selebriti,2019-09-26,https://www.wowkeren.com/berita/tampil/00275134.html,"Idol sekaligus aktor tampan,baru-baru ini melakukan siaran V Live untuk berkomunikasi dengan penggemarnya. Dalam kesempatan ini dia membahas banyak hal menarik tentang kehidupannya.,,,Di tengah-tengah siarannya, seorang penggemar mengajukan sebuah pertanyaan pada Ong Sung Woo. Dia bertanya apa Ong Sung Woo masih melakukan diet tanpa tepung untuk menjaga kebugaran fisiknya. ""Aku dengar kamu berhenti makan tepung. Apa kamu memakannya lagi?"" tanya seorang penggemar.,Mendengar ini, mantan member,itu pun langsung tertawa. Dia pun akhirnya menjawab dengan jujur dengan mengungkapkan kegagalannya dalam diet tanpa tepung.,""Aku mulai makan tepung lagi. Maafkan aku. Aku benar-benar mencoba untuk melakukannya. Aku memang ikut menggigit (makanan dari tepung) jika seseorang di sebelahku memakannya, tapi aku benar-benar tidak makan apapun selain itu. Aku berhasil. Lalu aku mulai makan tepung lagi,"" ujarnya dengan jujur.,,,Merasa malu, Ong Sung Woo pun mulai memprotes dan mulai membuat-buat alasan. Dia mengatakan tidak mungkin bagi manusia untuk tidak makan tepung sepanjang hidupnya.,""Tapi aku tidak akan makan (tepung) lagi. Ada saat-saat ketika kalian ingin makan tepung kan? Bagaimana kalian bisa hidup tanpa tepung sepanjang hidup kalian?"" terangnya.,Setelah itu, Ong Sung Woo terus bergumam kalau dia makan tepung. Dan meskipun tidak ada yang mengeluh kepadanya, Ong Sung Woo merasa malu pada dirinya sendiri. Reaksinya yang sangat imut juga berhasil membuat penggemar gemas hingga tertawa.,Dan meskipun idol kelahiran 1995 ini berkata kalau beratnya bertambah setelah syuting drama, ada banyak penggemar yang meragukannya. Sebab bagi mereka penampilan Ong Sung Woo selalu bersinar dan menawan.","Idol sekaligus aktor tampan,baru-baru ini melakukan siaran V Live untuk berkomunikasi dengan penggemarnya. Dalam kesempatan ini dia membahas banyak hal menarik tentang kehidupannya. Dia bertanya apa Ong Sung Woo masih melakukan diet tanpa tepung untuk menjaga kebugaran fisiknya. "" Aku benar-benar mencoba untuk melakukannya. Aku memang ikut menggigit (makanan dari tepung) jika seseorang di sebelahku memakannya, tapi aku benar-benar tidak makan apapun selain itu. Dia mengatakan tidak mungkin bagi manusia untuk tidak makan tepung sepanjang hidupnya. Ada saat-saat ketika kalian ingin makan tepung kan? Bagaimana kalian bisa hidup tanpa tepung sepanjang hidup kalian?"" ,Setelah itu, Ong Sung Woo terus bergumam kalau dia makan tepung. Reaksinya yang sangat imut juga berhasil membuat penggemar gemas hingga tertawa."
Anies Baswedan Soal Siswa Ikut Aksi Demo: Kepsek Yang Memutuskan,Nasional,2019-09-25,https://www.wowkeren.com/berita/tampil/00275044.html,"Polisi telah berhasil,puluhan orang usai aksi demo di Gedung DPR pada Selasa (24/9). Dari 94 orang yang ditangkap, ada yang masih berstatus sebagai pelajar.,,,Terkait hal ini, Gubernur DKI Jakarta,ikut memberikan tanggapan. Anies menyerahkan kasus siswa berseragam sekolah yang ikut dalam aksi di DPR tersebut kepada kepala sekolah masing-masing.,""Sekolah itu, kepala sekolah adalah pemimpin di sekolah,"" kata Anies di balai Kota DKI Jakarta, Rabu (25/9). ""Kepala sekolah bisa menentukan apakah sebuah sekolah anak-anaknya mengikuti kegiatan apa."",Meski demikian, Anies tidak menyebutkan secara gamblang apakah siswa yang yang ikut aksi unjuk rasa menyalahi aturan atau tidak. Ia meminta agar para siswa tersebut mematuhi peraturan yang dibuat oleh kepala sekolah masing-masing. Sebab, keputusan ada di tangan kepsek sebagai pemimpin sekolah.,""Jadi ikuti saja ketentuan yang ada dan kepala sekolah (kepsek) yang memutuskan,"" tutur mantan Menteri Pendidikan dan Kebudayaan tersebut. ""Karena kalau ada kegiatan apa terus sekolahnya mau ikut itu kepsek yang memutuskan. Lihat aturannya saja."",Diberitakan sebelumnya, sedikitnya ada 16 siswa yang mengenakan seragam sekolah menengah atas (SMA) mengikuti aksi long march di ruas Jalan Tol Dalam Kota. Mereka mengenakan seragam putih abu-abu. ""Mau ke sana (gedung DPR),"" kata salah seorang siswa tersebut dilansir dari,, Rabu (25/9).,Sebelumnya, Irjen Gatot Eddy Pramono mengatakan bahwa salah satu dari orang yang ditangkap tersebut membawa bom molotov. Barang tersebut kini sudah diamankan oleh oleh pihak kepolisian. Saat ini, pihak polisi terus mendalami lebih lanjut untuk mengetahui peranan terduga pelaku yang sudah diamankan tersebut.,Kita akan pilah-pilah dari mana mereka ini, apakah mereka ini dari adik-adik mahasiswa, kemudian dari masyarakat atau dari pihak-pihak lain, tentunya masih kita dalami,"" jelas kata Gatot di Mapolda Metro Jaya, Rabu (25/9). ""Kita akan melakukan tindakan tegas terhadap mereka, kita akan proses hukum sesuai ketentuan yang berlaku.""","Polisi telah berhasil,puluhan orang usai aksi demo di Gedung DPR pada Selasa (24/9). Kepala sekolah bisa menentukan apakah sebuah sekolah anak-anaknya mengikuti kegiatan apa. Sebab, keputusan ada di tangan kepsek sebagai pemimpin sekolah. Karena kalau ada kegiatan apa terus sekolahnya mau ikut itu kepsek yang memutuskan. "",Diberitakan sebelumnya, sedikitnya ada 16 siswa yang mengenakan seragam sekolah menengah atas (SMA) mengikuti aksi long march di ruas Jalan Tol Dalam Kota. Mereka mengenakan seragam putih abu-abu. "" Barang tersebut kini sudah diamankan oleh oleh pihak kepolisian. Saat ini, pihak polisi terus mendalami lebih lanjut untuk mengetahui peranan terduga pelaku yang sudah diamankan tersebut. ,Kita akan pilah-pilah dari mana mereka ini, apakah mereka ini dari adik-adik mahasiswa, kemudian dari masyarakat atau dari pihak-pihak lain, tentunya masih kita dalami,"" jelas kata Gatot di Mapolda Metro Jaya, Rabu (25/9). """
Cha Eunwoo dan Shin Se Kyung Bakal Berbagi Ciuman Kesedihan di 'Rookie Historian Goo Hae Ryung',TV,2019-09-26,https://www.wowkeren.com/berita/tampil/00275140.html,""","" bakal menghadirkan episode terakhir pada Kamis (26/9). Jelang tayang, tim produksi seperti biasa merilis foto adegan demi menggoda antusiasme penonton.,,,Perlu diingat di episode sebelumnya, Goo Hae Ryung (,) membawa catatan sejarah mentah Kim Il Mok dan mengajukan permintaan untuk mengetahui kebenaran di balik insiden 20 tahun lalu.,Lee Rim (,) juga meminta Lee Jin (,) untuk mengungkapkan kebenaran, tetapi Lee Jin menolaknya dan mengurungnya di Nokseodang.,Foto adegan itu memperlihatkan Goo Hae Ryung dan Lee Rim yang berbagai ciuman kesedihan namun indah. Tidak bisa mengontrol emosinya yang membludak, Goo Hae Ryung tampak menangis. Sedangkan Lee Rim tampak memandang kejauhan dengan ekspresi sedih.,,,""Episode terakhir 'Rookie Historian Goo Hae Ryung' akan tayang malam ini (26 September). Kami ingin berterima kasih kepada penonton yang sudah memberi kami cinta yang tidak ada habisnya selama 4 bulan dan tolong tonton hingga akhir untuk melihat kisah cinta 'Rookie Historian Goo Hae Ryung' yang akan berakhir,"" tutur tim produksi mengiringi foto adegan tersebut.,Sementara itu, slot Rabu - Kamis malam ""Rookie Historian Goo Hae Ryung"" bakal digantikan oleh "","". Drama yang dibintangi oleh,dan,,itu mulai 2 Oktober mendatang. Bagi yang penasaran, jangan sampai ketinggalan menyaksikan ya.",""","" bakal menghadirkan episode terakhir pada Kamis (26/9). ,,,Perlu diingat di episode sebelumnya, Goo Hae Ryung (,) membawa catatan sejarah mentah Kim Il Mok dan mengajukan permintaan untuk mengetahui kebenaran di balik insiden 20 tahun lalu. Sedangkan Lee Rim tampak memandang kejauhan dengan ekspresi sedih. Kami ingin berterima kasih kepada penonton yang sudah memberi kami cinta yang tidak ada habisnya selama 4 bulan dan tolong tonton hingga akhir untuk melihat kisah cinta 'Rookie Historian Goo Hae Ryung' yang akan berakhir,"" tutur tim produksi mengiringi foto adegan tersebut. Drama yang dibintangi oleh,dan,,itu mulai 2 Oktober mendatang. Bagi yang penasaran, jangan sampai ketinggalan menyaksikan ya."
"Akdong Musician Putuskan Comeback Dengan Nama AKMU Mulai Sekarang, Ternyata Gara-gara Ini",Musik,2019-09-25,https://www.wowkeren.com/berita/tampil/00275051.html,"Grup duo,yang sering disebut AKMU akhirnya kembali menyapa penggemarnya usai lebih dari 2 tahun vakum. AKMU comeback dengan album terbarunya bertajuk ""Sailing"" yang berisi total 10 lagu baru. Kesepuluh lagu tersebut rupanya ciptaan,semasa dirinya wamil di angkatan laut.,,,Lagu tersebut antara lain ""Sailor's song"", ""A Fish in Water"", ""How Can I Love The Heartbreak, You're The One I Love"", ""Moon"", ""Freedom"", ""Should have loved more"", ""Whale"", ""Endless nights"", ""Goodbye"", dan ""Let's take some time off"". Lagu berjudul panjang ""How Can I Love The Heartbreak, You're The One I Love"" dipercaya menjadi lagu utama album tersebut.,Lagu tersebut berbicara tentang cinta yang menyakitkan yang dibuktikan dengan lirik berbunyi ""Bagaimana aku bisa mencintai patah hati. Kaulah yang aku cintai. Kami saling memberikan cinta. Dan aku tidak bisa berada dalam rasa sakit yang memisahkanku"". Selain itu, suara lembut dari,juga makin membuat lagu tersebut semakin terasa menyedihkan.,,,Selain sangat dinantikan, comeback kali ini juga spesial karena hal lain. Pada comeback kali ini, AKMU mengumumkan secara resmi bahwa mereka akan berpromosi dengan nama ""AKMU"". Hal ini diumumkan oleh dua anggota AKMU sendiri pada konferensi pers perilisan album ke-3 mereka tersebut.,Lee Soo Hyun menjelaskan mengapa mereka memutuskan untuk mengubah nama promosi mereka menjadi AKMU. Menurutnya, perubahan nama tersebut berkaitan dengan usia mereka yang kini sudah semakin dewasa.,""Akdong Musician terdiri dari (karakter Tiongkok 'rak' ('ak') yang berarti 'menyenangkan' dan 'dong' yang berarti 'anak'. Kami sekarang sama-sama dewasa, jadi kami mengeluarkan 'dong' untuk disebut 'AKMU' agar tidak terbatas dalam musik masa depan kami,"" ungkap Lee Soo Hyun.,AKMU sendiri diketahui telah vakum hampir 2 tahun sejak tahun 2017. Grup musik ini memutuskan untuk vakum karena Lee Chan Hyuk tengah mengikut wajib militer. Namun tahun ini, Chan Hyuk diketahui telah selesai menunaikan tugas wamilnya bersama angkatan laut Korea.,Mereka diketahui terakhir kali merilis lagu pada 2017 lalu dengan single album bertajuk ""Summer Episode"". Dalam single album ini, terdapat dua lagu baru yakni ""Dinosaur"" dan ""My Darling"".","Grup duo,yang sering disebut AKMU akhirnya kembali menyapa penggemarnya usai lebih dari 2 tahun vakum. AKMU comeback dengan album terbarunya bertajuk ""Sailing"" yang berisi total 10 lagu baru. ,Lagu tersebut berbicara tentang cinta yang menyakitkan yang dibuktikan dengan lirik berbunyi ""Bagaimana aku bisa mencintai patah hati. ,,,Selain sangat dinantikan, comeback kali ini juga spesial karena hal lain. Pada comeback kali ini, AKMU mengumumkan secara resmi bahwa mereka akan berpromosi dengan nama ""AKMU"". Menurutnya, perubahan nama tersebut berkaitan dengan usia mereka yang kini sudah semakin dewasa. Kami sekarang sama-sama dewasa, jadi kami mengeluarkan 'dong' untuk disebut 'AKMU' agar tidak terbatas dalam musik masa depan kami,"" ungkap Lee Soo Hyun. ,AKMU sendiri diketahui telah vakum hampir 2 tahun sejak tahun 2017. Namun tahun ini, Chan Hyuk diketahui telah selesai menunaikan tugas wamilnya bersama angkatan laut Korea. Dalam single album ini, terdapat dua lagu baru yakni ""Dinosaur"" dan ""My Darling""."
Lee Hangyul X1 Disebut Idol Yang Tetap Tampan Walaupun Makeup Belang,Selebriti,2019-09-26,https://www.wowkeren.com/berita/tampil/00275121.html,"usai sampai di Bandara Internasional Gimpo pada Sabtu (21/9). Member-member grup jebolan ajang survival "","" itu menuju Jepang untuk mengisi konser musik.,,,Kedatangan para member,disambut jepretan kamera Dispatch. Dispatch sendiri merupakan media yang kerap membongkar skandal selebritis. Foto-foto dari member X1, dapat dilihat pada Instagram Dispatch,.,Dari foto semua member, penampilan Lee Hangyul paling menyedot perhatian publik. Ia yang tampil dengan gaya modis dan terlihat tampan, namun netter memperhatikan,yang ternyata nampak terlihat belang.,Seperti yang bisa dilihat dari foto, wajah Hangyul terlihat lebih putih dari lehernya. Tampaknya ia mengenakan foundation terlalu putih sehingga membuat wajah dan leher belang. Jika melihat member-member lain, tidak ada yang terlihat belang.,Tetapi meskipun ada kesalahan kecil pada,, visual Lee Hangyul yang memukau tidak pernah gagal mengesankan para penggemar dan juga netter. Banyak netter dan One It (sebutan penggemar X1) menganggapnya sebagai idol yang memiliki sisi imut dan visual bak dewa secara bersamaan.,,,'','' tulis salah satu netter. '','' ungkap netter lain.,'','' ujar salah satu netter. '','' komentar salah satu netter. '','' timpal netter lainnya.,Sementara itu, Grup final ""Produce X 101"", X1 telah sukses debut dengan album bertajuk ""Quantum Leap"" pada 27 Agustus lalu. Meskipun hanya berselang seminggu sejak debutnya, grup yang digawangi oleh,ini telah berhasil membawa pulang banyak prestasi membanggakan.,Bahkan X1 telah memecahkan rekor dengan penjualan luar biasa di minggu pertama album debut mereka. X1 merilis mini album pertama mereka ""Quantum Leap"" pada 27 Agustus dan pada 30 Agustus, penjualan album fisik dilaporkan telah melampaui 416.000 keping di Hanteo Chart.","usai sampai di Bandara Internasional Gimpo pada Sabtu (21/9). ,,,Kedatangan para member,disambut jepretan kamera Dispatch. ,Dari foto semua member, penampilan Lee Hangyul paling menyedot perhatian publik. Ia yang tampil dengan gaya modis dan terlihat tampan, namun netter memperhatikan,yang ternyata nampak terlihat belang. Tampaknya ia mengenakan foundation terlalu putih sehingga membuat wajah dan leher belang. Meskipun hanya berselang seminggu sejak debutnya, grup yang digawangi oleh,ini telah berhasil membawa pulang banyak prestasi membanggakan. ,Bahkan X1 telah memecahkan rekor dengan penjualan luar biasa di minggu pertama album debut mereka. X1 merilis mini album pertama mereka ""Quantum Leap"" pada 27 Agustus dan pada 30 Agustus, penjualan album fisik dilaporkan telah melampaui 416.000 keping di Hanteo Chart."
