title,category,publish_date,author,article_url,content,summary
Irfan Hakim Makin Memperkuat Dugaan Nagita Slavina Hamil Anak ke-3,Entertainment,2024-08-01,Ferry Noviandi,https://www.suara.com/entertainment/2024/08/01/211500/irfan-hakim-makin-memperkuat-dugaan-nagita-slavina-hamil-anak-ke-3,"Kabar kehamilan ketiga Nagita Slavina masih menjadi tanda tanya publik. Diketahui, kabar Nagita hamil anak ketiga sempat santer terdengar usai putra sulungnya, Rafathar, mengisyaratkan demikian. Teka-teki kehamilan Nagita Slavina pun sedikit demi sedikit terkuak. Saat Raffi Ahmad menghubungi melalui sambungan telepon, Irfan Hakim sempat memanggil ibu dua anak itu dengan sebutan ibu hamil atau bumil. ""Itu kan bumil (ibu hamil), bilang sesuatu dong ke istri, ups eh,"" kata Irfan Hakim di acara FYP, baru-baru ini. Tak berhenti di situ, Irfan Hakim juga meminta Nagita Slavina untuk menjaga kesehatannya. Ia berpesan agar istri Raffi Ahmad itu menjaga kandungannya dengan tidak terlalu lelah bekerja.""Jangan terlalu capek ya, dijaga kandungannya,"" sambung Irfan Hakim. Mendengar hal tersebut, Nagita Slavina mengelak. Sementara, Raffi Ahmad langsung mematikan teleponnya. ""Enggak ada,"" sahut Nagita tak selesai lantaran sambungan telepon diputus. ""Ssttt,"" ucap Raffi Ahmad ke Irfan Hakim. Sebagai informasi, saat ditanya mengenai kehamilan Nagita, Raffi Ahmad hanya meminta doa. Ia tidak mau banyak omong mengenai kabar itu. ""Udah doain aja, doain,"" imbuh Raffi Ahmad. Diketahui, saat ini Nagita Slavina tengah berada di Bangkok, Thailand untuk urusan pekerjaan. Bukan hal baru juga Nagita dan Raffi mengidamkan anak perempuan.Raffi dan Nagita bahkan mengadopsi anak perempuan bernama Lily belum lama ini. Kehadirann Lily disebut anugerah di tengah dua anak laki-laki yang telah mereka dapatkan. Sementara itu, kabar Nagita Slavina hamil anak ketiga ramai diperbincangkan usai sikap Rafathar tersorot kamera. Kala itu, Rafathar menyebut sang ibu tengah berbadan dua. Entah keceplosan atau memang sengaja dan tidak tahu jika direkam, bocah delapan tahun ini menyebut ibunya hamil saat melihat hewan yang sedang mengandung. ""Mama hamil juga,"" ucap Rafathar.","Kabar kehamilan ketiga Nagita Slavina masih menjadi tanda tanya publik. Saat Raffi Ahmad menghubungi melalui sambungan telepon, Irfan Hakim sempat memanggil ibu dua anak itu dengan sebutan ibu hamil atau bumil. "" Tak berhenti di situ, Irfan Hakim juga meminta Nagita Slavina untuk menjaga kesehatannya. ""Jangan terlalu capek ya, dijaga kandungannya,"" sambung Irfan Hakim. Sementara, Raffi Ahmad langsung mematikan teleponnya. "" Ia tidak mau banyak omong mengenai kabar itu. "" Udah doain aja, doain,"" imbuh Raffi Ahmad. Bukan hal baru juga Nagita dan Raffi mengidamkan anak perempuan. Kehadirann Lily disebut anugerah di tengah dua anak laki-laki yang telah mereka dapatkan. Sementara itu, kabar Nagita Slavina hamil anak ketiga ramai diperbincangkan usai sikap Rafathar tersorot kamera. Kala itu, Rafathar menyebut sang ibu tengah berbadan dua."
"Jennifer Lopez dan Ben Affleck Disebut Siap Cerai, Tinggal Masukkan Berkas ke Pengadilan",Entertainment,2024-08-02,Yazir Farouk,https://www.suara.com/entertainment/2024/08/02/142058/jennifer-lopez-dan-ben-affleck-disebut-siap-cerai-tinggal-masukkan-berkas-ke-pengadilan,"Isu perceraian Jennifer Lopez dan Ben Affleck belum juga mereda. Keduanya bahkan disebut telah menyeselaikan berkas perceraian dan tinggal memasukkan ke pengadilan. Dilansir dari laman NME, seorang sumber yang dekat dengan Lopez dan Affleck mengatakan pernikahan mereka sudah tak bisa diselamatkan lagi. Upaya mediasi yang dilakukan mereka tak membuahkan hasil. ""Mereka menyelesaikan dokumen perceraian sebulan yang lalu,"" kata sumber tersebut kepada Dailymail. Masih kata sumber itu, kelak Lopez dan Affleck akan mengumumkannya ke publik.""Mereka akan merilis pernyataan bersama bahwa betapa mereka saling mencintai dan berjuang untuk membuat hubungan mereka berhasil, tetapi nggak bisa,"" ujar dia. Sumber lain mengatakan Lopez dan Affleck kini tak lagi saling cinta, namun mereka menerimanya. Karena itu, perceraian adalah keputusan terbaik. ""Jujur saja, mereka pada akhirnya nggak bisa mencapai kompromi,"" ucapnya. Pasangan ini terakhir kali terlihat bersama pada 30 Maret lalu. Mereka dikabarkan tak bersama di hari ulang tahun ke-2 pernikahan pada 16 Juli. Rumor perceraian mereka mencuat menyusul kabar Affleck pindah ke rumah sewaan seharga 100 ribu dolar AS. Mereka juga disebut berniat menjual rumah impian mereka.","Isu perceraian Jennifer Lopez dan Ben Affleck belum juga mereda. Dilansir dari laman NME, seorang sumber yang dekat dengan Lopez dan Affleck mengatakan pernikahan mereka sudah tak bisa diselamatkan lagi. Upaya mediasi yang dilakukan mereka tak membuahkan hasil. "" ""Mereka akan merilis pernyataan bersama bahwa betapa mereka saling mencintai dan berjuang untuk membuat hubungan mereka berhasil, tetapi nggak bisa,"" ujar dia. Karena itu, perceraian adalah keputusan terbaik. "" Pasangan ini terakhir kali terlihat bersama pada 30 Maret lalu. Mereka juga disebut berniat menjual rumah impian mereka."
"Bukan Kembar, Adik Ipar Reino Barack Ungkap Jenis Kelamin Anak Pertama Syahrini",Entertainment,2024-08-02,Sumarni,https://www.suara.com/entertainment/2024/08/02/134438/bukan-kembar-adik-ipar-reino-barack-ungkap-jenis-kelamin-anak-pertama-syahrini,"Teka-teki anak pertama Syahrini dan Reino Barack sedang menjadi topik hangat warganet. Pasalnya, pasangan artis tersebut tak kunjung menunjukan sosok anak pertamanya kepada publik. Kendati demikian, misteri sosok anak pertama Syahrini dan Reino Barack perlahan-lahan mulai dibeberkan oleh pihak keluarga. Salah satu di antaranya adalah Aisyahrani. Dari unggahan yang beredar, Aisyahrani mengungkap jika anak pertama kakak kandungnya tersebut berjenis kelamin perempuan. ""Baby R kamu cantik sekali, aunty Rani gemes. Kamu lucu sekali, semalem aunty Rani gendong,"" kata Aisyahrani.Di samping itu, Aisyahrani juga membeberkan potret dekorasi acara peringatan hari lahir anak pertama Syahrini yang mengusung tema merah muda. Warna merah muda diketahui identik dengan jenis kelamin perempuan. Apalagi, terdapat tulisan 'Princess R' dalam dekorasi tersebut sebagai deskripsi anak pertama Syahrini. ""Kamu buka mata sipitnya, duh mau gigit. Selamat datang di dunia anak cantik,"" sambung Aisyahrani. Cuplikan unggahan video Aisyahrani mengungkap jenis kelamin anak pertama Syahrini ini viral hingga menyebar luas ke sejumlah akun gosip. ""Syahrini melahirkan, anak pertamanya berjenis kelamin perempuan,"" tulis akun gosip Instagram @lambegosiip, dilansir pada Jumat 2 Agustus 2024.Perihal itu, sejumlah netizen turut memberikan respons dan komentar yang beragam. Sebagian netizen mengutarakan ekspresi penasaran dengan sosok anak pertama Syahrini. ""Mana Debaynya, kok penasaran? Dari kemarin kabar melahirkan, yang di-posting orang tuanya mulu,"" tulis seorang netizen. Sementara itu, sebagian netizen lainnya mengutarakan ekspresi kecewa bayi pertama Syahrini dan Reino Barack bukan merupakan anak kembar sebagaimana yang digembar-gemborkan. ""Gak jadi melahirkan anak kembar ya,"" ucap netizen lain. ""Wah kirain kembar, soalnya gede banget,"" ujar netizen yang lainnya.","Teka-teki anak pertama Syahrini dan Reino Barack sedang menjadi topik hangat warganet. Salah satu di antaranya adalah Aisyahrani. Kamu lucu sekali, semalem aunty Rani gendong,"" kata Aisyahrani. Warna merah muda diketahui identik dengan jenis kelamin perempuan. Apalagi, terdapat tulisan 'Princess R' dalam dekorasi tersebut sebagai deskripsi anak pertama Syahrini. "" Selamat datang di dunia anak cantik,"" sambung Aisyahrani. Sebagian netizen mengutarakan ekspresi penasaran dengan sosok anak pertama Syahrini. "" Sementara itu, sebagian netizen lainnya mengutarakan ekspresi kecewa bayi pertama Syahrini dan Reino Barack bukan merupakan anak kembar sebagaimana yang digembar-gemborkan. "" Gak jadi melahirkan anak kembar ya,"" ucap netizen lain. """
"Masih Trauma, Roro Fitria Suka Sesak Napas Kalau Ingat Perilaku Mantan Suami",Entertainment,2024-08-02,Sumarni,https://www.suara.com/entertainment/2024/08/02/130514/masih-trauma-roro-fitria-suka-sesak-napas-kalau-ingat-perilaku-mantan-suami,"Roro Fitria, selebriti yang masih menjalani proses pemulihan dari trauma perceraian, baru-baru ini mengungkapkan betapa mendalamnya dampak emosional yang dirasakan. Meski sudah ada lelaki yang datang mendekat, Roro mengaku masih belum siap untuk membuka hati. ""Aku masih trauma. Kalau ada yang deketin, aku masih suka kasih range atau jarak gitu,"" ujar Roro Fitria, saat berbicara kepada tentang kehidupan pribadinya di kawasan Saharjo, Jakarta. Trauma perceraian yang dialami berdampak signifikan pada kesehatan emosional Roro Fitria. Hingga saat ini, ia masih menjalani terapi dengan psikolog. ""Sampai sekarang saya masih terapi di psikolog. Mereka tahu banget kalau sampai sekarang saya belum bisa 100 persen,"" jelas Roro Fitria, menyoroti bahwa proses pemulihannya memerlukan waktu yang lebih lama dari yang diharapkan.Dalam kesehariannya, Roro Fitria masih merasakan dampak langsung dari trauma tersebut. Kadang-kadang saat bangun tidur, perempuan 34 tahun merasa sesak napas akibat kenangan emosional yang belum sepenuhnya hilang. ""Kadang aku kalau bangun tidur, masih suka asmaku kumat. Itu bukan karena real sakit asma ya, tapi masih sesak ingat kesedihanku tempo hari,"" kisah Roro Fitria. Berbicara lebih dalam tentang pengalaman traumatisnya, Roro Fitria mengungkapkan bahwa ia pernah mengalami kekerasan dalam rumah tangga (KDRT) hingga perselingkuhan oleh sang mantan suami, Andre Irawan. Luka itu masih membekas sampai sekarang. ""Aku kan di-KDRT, aku diselingkuhin. Jadi tiap kali buka mata tuh masih suka tiba-tiba kepikiran, aku dibohongin apa lagi ya?"" kata Roro Fitria, dengan nada yang menunjukkan betapa menyedihkannya pengalaman itu. Trauma yang dialami Roro Fitria tidak hanya berdampak pada kesehatan emosionalnya. Ada kebiasaan sehari-hari Roro yang ikut berubah.""Aku masih suka buru-buru ambil handphone,"" ujar Roro Fitria. Perubahan kebiasaan itu, menurut Roro Fitria, berkaitan erat dengan perselisihan masa lalu dengan Andre Irawan yang membuatnya jatuh dan terluka. ""Dulu kan memang suka rebutan handphone ya. Kalau aku dulu pernah cerita aku jatuh dilempar ke lantai itu karena aku rebutan handphone,"" ungkap Roro Fitria. Belum ada jawaban pasti soal kapan Roro Fitria mau mulai membuka hati lagi untuk lelaki lain. Yang pasti, Roro tak mau gegabah lagi dalam urusan asmara. “Take it slowly aja. Biar si calon Arjuna ini membuktikan diri dulu keseriusannya ke saya,” pungkas Roro Fitria.","Roro Fitria, selebriti yang masih menjalani proses pemulihan dari trauma perceraian, baru-baru ini mengungkapkan betapa mendalamnya dampak emosional yang dirasakan. Meski sudah ada lelaki yang datang mendekat, Roro mengaku masih belum siap untuk membuka hati. "" Kalau ada yang deketin, aku masih suka kasih range atau jarak gitu,"" ujar Roro Fitria, saat berbicara kepada tentang kehidupan pribadinya di kawasan Saharjo, Jakarta. Trauma perceraian yang dialami berdampak signifikan pada kesehatan emosional Roro Fitria. Hingga saat ini, ia masih menjalani terapi dengan psikolog. "" Dalam kesehariannya, Roro Fitria masih merasakan dampak langsung dari trauma tersebut. Kadang aku kalau bangun tidur, masih suka asmaku kumat. Luka itu masih membekas sampai sekarang. "" Ada kebiasaan sehari-hari Roro yang ikut berubah. Perubahan kebiasaan itu, menurut Roro Fitria, berkaitan erat dengan perselisihan masa lalu dengan Andre Irawan yang membuatnya jatuh dan terluka. "" Dulu kan memang suka rebutan handphone ya. Yang pasti, Roro tak mau gegabah lagi dalam urusan asmara. “"
"Perubahan yang Dialami Sarwendah Usai Digugat Cerai Ruben Onsu, Bantah Finansial Terdampak",Entertainment,2024-08-02,Sumarni,https://www.suara.com/entertainment/2024/08/02/105712/perubahan-yang-dialami-sarwendah-usai-digugat-cerai-ruben-onsu-bantah-finansial-terdampak,"Sarwendah merasakan adanya perubahan keadaan setelah digugat cerai oleh Ruben Onsu. Tetapi perubahan tersebut tidak berkaitan dengan kondisi finansialnya. Mantan anggota grup vokal CherryBelle ini merasa sekarang harus bisa memutuskan segala hal seorang diri. Tidak lagi bergantung kepada pendapat Ruben Onsu. Hal itu diakui Sarwendah saat berbincang dengan Melaney Ricardo baru-baru ini. ""Tapi ini sekarang berarti kalau pun nanti akhirnya pisah, lo akan bekerja lebih keras dong?"" tanya Melaney Ricardo, dikutip pada Jumat 2 Agustus 2024.""Ya, sama aja. Kan dari dulu aku emang kerja, kak. Cuman ya sekarang pasti mungkin kalau misalnya sekarang lebih kayak harus memutuskan sendiri,"" paparnya. Sarwendah menambahkan, ""Kalau dulu kan mutusinnya semuanya nanya sama suami. Kalau sekarang nanya sama diri sendiri, lah. Nanya sama nominal cuan."" Ibu dari tiga anak ini bersyukur karena masih memiliki tim yang membantunya dalam bekerja. Termasuk sang adik, Wendy Lo. ""Nanya sama tim, pada kuat nggak nih live-nya (untuk berjualan),"" imbuhnya lagi. Selama ini, Sarwendah memang bekerja dengan berjualan produk-produknya sendiri. Mulai dari daster hingga minuman pelangsing.Sarwendah juga kerap melakukan siaran langsung di TikTok untuk menjual barang-barang peralatan dapur. Diketahui, Ruben Onsu menggugat cerai Sarwendah pada 9 Juni 2024. Sidang pertama digelar pada 9 Juli lalu di Pengadilan Negeri Jakarta Selatan. Dalam gugatannya, Ruben Onsu tidak menuntut harta gono-gini maupun hak asuh anak. Ia hanya ingin putusnya pernikahan mereka dikarenakan cerai.","Sarwendah merasakan adanya perubahan keadaan setelah digugat cerai oleh Ruben Onsu. Tetapi perubahan tersebut tidak berkaitan dengan kondisi finansialnya. Hal itu diakui Sarwendah saat berbincang dengan Melaney Ricardo baru-baru ini. "" Tapi ini sekarang berarti kalau pun nanti akhirnya pisah, lo akan bekerja lebih keras dong?"" Sarwendah menambahkan, ""Kalau dulu kan mutusinnya semuanya nanya sama suami. Selama ini, Sarwendah memang bekerja dengan berjualan produk-produknya sendiri. Mulai dari daster hingga minuman pelangsing. Sidang pertama digelar pada 9 Juli lalu di Pengadilan Negeri Jakarta Selatan. Dalam gugatannya, Ruben Onsu tidak menuntut harta gono-gini maupun hak asuh anak. Ia hanya ingin putusnya pernikahan mereka dikarenakan cerai."
"Dibocorkan Sepupu Sendiri, El Rumi Ternyata Sudah Siap Nikah Walau Baru Pacari Syifa Hadju",Entertainment,2024-08-02,Ferry Noviandi,https://www.suara.com/entertainment/2024/08/02/100000/dibocorkan-sepupu-sendiri-el-rumi-ternyata-sudah-siap-nikah-walau-baru-pacari-syifa-hadju,"Keponakan Maia Estianty, Diandra Marsha Shafiera, menduga El Rumi akan menikah lebih dahulu dibanding kakaknya, Al Ghazali, dan sang adik, Dul Jaelani. Pasalnya, menurut Diandra, anak kedua Ahmad Dhani dan Maia Estianty itu tampak sudah sangat siap untuk membina rumah tangga dengan kekasihnya, Syifa Hadju. Hal itu disampaikan sang selebgram saat hadir di acara talkshow Rumpi yang tayang di Trans TV pada Kamis 1 Agustus 2024. ""Kayak El, tapi kan El baru. Maksudnya El kan hubungannya baru. Tapi dia udah siap, sih, kayaknya. Kalau Dul kan paling kecil, ya. Tapi feeling-ku (El dulu),"" ujar Diandra, mengutip dari unggahan akun @rumpii_asiik.Sementara Al Ghazali tidak mungkin menikah dalam waktu dekat karena kakak Alyssa Daguise akan menikah lebih dulu. ""Tapi kalau Al, tahun depan tuh kakaknya Alyssa nikah, jadi harusnya enggak tahun depan, harusnya. Eh, enggak tahu, aku bukan Tuhan,"" ucap Diandra terkekeh. Diandra mengungkapkan bahwa topik penikahan sudah sering menjadi candaan di keluarga mereka. Beredarnya tayangan ini pun semakin membuat warganet berharap El Rumi segera menikah dengan Syifa Hadju. ""Kawal Cipel (Cipa - El) sampai pelaminan,"" ujar @biang***.""Kakaknya secara nggak langsung ngakuin kalo hubungan baru El sama Cipa,"" ujar @mayya***. Ada pula yang menduga bahwa Dul Jaelani akan menikah lebih dulu dibanding kedua kakaknya. ""Feeling-ku kok Dul ya (yang nikah),"" kata @ineo*** curiga. Hubungan asmara El Rumi dan Syifa Hadju beberapa waktu ini memang sedang disorot publik. Walaupun tidak terduga, banyak warganet yang mendukung mereka berdua.","Keponakan Maia Estianty, Diandra Marsha Shafiera, menduga El Rumi akan menikah lebih dahulu dibanding kakaknya, Al Ghazali, dan sang adik, Dul Jaelani. Sementara Al Ghazali tidak mungkin menikah dalam waktu dekat karena kakak Alyssa Daguise akan menikah lebih dulu. "" Eh, enggak tahu, aku bukan Tuhan,"" ucap Diandra terkekeh. Diandra mengungkapkan bahwa topik penikahan sudah sering menjadi candaan di keluarga mereka. Beredarnya tayangan ini pun semakin membuat warganet berharap El Rumi segera menikah dengan Syifa Hadju. "" Kawal Cipel (Cipa - El) sampai pelaminan,"" ujar @biang***.""Kakaknya secara nggak langsung ngakuin kalo hubungan baru El sama Cipa,"" ujar @mayya***. Walaupun tidak terduga, banyak warganet yang mendukung mereka berdua."
"Modali Bulan Madu Thariq Halilintar, Atta Halilintar dan Aurel Hermansyah Kasih Hadiah Buket Uang Raksasa",Entertainment,2024-08-02,Sumarni,https://www.suara.com/entertainment/2024/08/02/092327/modali-bulan-madu-thariq-halilintar-atta-halilintar-dan-aurel-hermansyah-kasih-hadiah-buket-uang-raksasa,"Thariq Halilintar dan Aaliyah Massaid berangkat bulan madu pada Kamis 1 Agustus 2024. Belum diketahui pasti di negara mana pasangan ini akan menghabiskan momen honeymoon. Namun begitu sebelum berangkat, sejoli ini sempat mendapat hadiah fantastis dari Atta Halilintar dan Aurel Hermansyah. Lewat akun YouTube AH yang diposting baru-baru ini, Atta Halilintar dan istrinya memberikan kado berupa buket uang raksasa. ""Ini hadiah bunga selanjutnya,"" kata Aurel Hermansyah dan Atta Halilintar saat membawa masuk buket uang tersebut.""Ya Allah masya Allah,"" sahut Thariq Halilintar dan Aaliyah Massaid. Orangtua Ameena Hanna Nur Atta ini lantas membeberkan alasannya memberikan buket uang buat sang adik. ""Karena kan kita tahu, kalian mau honeymoon. Kita bilang enak kadonya ini aja,"" beber Aurel Hermansyah. ""Beli daginglah. Buat beli daging sama sosis. Buat beli breakfast,"" timpal Atta Halilintar. Melihat dukungan dari sang kakak ipar, Aaliyah Massaid tampak begitu terharu.""Bener-bener support dari kalian sudah cukup banget buat kita,"" jelasnya. Aurel Hermansyah lantas mengatakan kalau uang tunai menjadi kado pernikahan yang paling cocok. Mengingat dia ingin adik iparnya itu bisa menikmati bulan madu dengan baik. ""Aku bilang, sayang kadonya kita kasih aja pas acaranya Thariq. Dia butuhnya buat honeymoon,"" tandas Aurel Hermansyah.","Thariq Halilintar dan Aaliyah Massaid berangkat bulan madu pada Kamis 1 Agustus 2024. Belum diketahui pasti di negara mana pasangan ini akan menghabiskan momen honeymoon. Ini hadiah bunga selanjutnya,"" kata Aurel Hermansyah dan Atta Halilintar saat membawa masuk buket uang tersebut. Orangtua Ameena Hanna Nur Atta ini lantas membeberkan alasannya memberikan buket uang buat sang adik. "" ""Bener-bener support dari kalian sudah cukup banget buat kita,"" jelasnya. Aurel Hermansyah lantas mengatakan kalau uang tunai menjadi kado pernikahan yang paling cocok. Aku bilang, sayang kadonya kita kasih aja pas acaranya Thariq. Dia butuhnya buat honeymoon,"" tandas Aurel Hermansyah."
"Ramai Wacana Tiket Konser Mau Dikenakan Cukai, Chua Kotak: Agak Syok, Tapi Bisa Apa?",Entertainment,2024-08-02,Yohanes Endra,https://www.suara.com/entertainment/2024/08/02/091500/ramai-wacana-tiket-konser-mau-dikenakan-cukai-chua-kotak-agak-syok-tapi-bisa-apa,"Sorotan tajam terhadap wacana tiket konser akan dikenakan cukai kini ikut dikomentari bassis Kotak, Swasti Sabdastantri atau Chua. Sebagai salah satu penikmat konser, Chua sempat syok saat mengetahui pemberitaan itu. “Saya sebagai salah satu penikmat konser sih ya agak syik syek syok ya,” ungkap Chua Kotak di kawasan TB Simatupang, Jakarta, Kamis 1 Agustus 2024. Namun, Chua Kotak tidak memberikan reaksi kelewat keras terhadap wacana pengenaan cukai ke tiket konser. Perempuan 36 tahun sadar tidak dalam kapasitas untuk bisa menpengaruhi rencana penerapan kebijakan. “Ya sebagai warga negara yang baik sih saya ikutin saja, kalau memang itu yang terbaik. Kita bisa apa juga kan? Nggak bisa apa-apa juga,” kata Chua Kotak.Kendati demikian, Chua Kotak tetap punya harapan kalau ke depannya tiket konser jadi dikenakan cukai. Ia mau tingginya harga tiket sepadan dengan pengalaman menonton konser yang didapat. “Asal sesuai aja sih ya, besar uang yang kita keluarin buat beli tiket konser, sama pengalaman yang kita dapat sebagai penonton. Jadi performance-nya oke, fasilitasnya kita dapet, kenyamanan dapet, udah. Sebagai penonton kan memang kenyamanan saat menonton konser itu yang utama,” terang Chua Kotak. Selagi tuntutannya terpenuhi, Chua Kotak siap mengikuti kebijakan pemerintah apa pun bentuknya. “Apalagi kalau memang kita ke festival yang salah satu pengisi acaranya bener-bener mau kita tonton, ya kita saling support aja,” ucap Chua Kotak. Ide pengenaan cukai ke tiket konser pertama disampaikan Direktorat Jenderal Bea dan Cukai (DJBC) Kementerian Keuangan RI dalam sebuah kuliah umum baru-baru ini. Tingginya minat masyarakat terhadap konser musik jadi salah satu pertimbangan.""Ini tiket hiburan, kayak kemarin itu kan sold out. Sampai ada konser lagi di Singapura dan masih dibeli. Jadi, masyarakat Indonesia itu kaya-kaya. Makanya, saya rasa itu perlu dinaikkan,"" papar Rubiyanto selaku Direktur Teknis dan Fasilitas Cukai DJBC. Usai pernyataan Rubiyanto ramai disorot, DJBC Kemenkeu RI buru-buru memberikan klarifikasi bahwa hal itu baru sebatas wacana dan masih bisa didiskusikan efektivitasnya.","Sorotan tajam terhadap wacana tiket konser akan dikenakan cukai kini ikut dikomentari bassis Kotak, Swasti Sabdastantri atau Chua. Saya sebagai salah satu penikmat konser sih ya agak syik syek syok ya,” ungkap Chua Kotak di kawasan TB Simatupang, Jakarta, Kamis 1 Agustus 2024. Kendati demikian, Chua Kotak tetap punya harapan kalau ke depannya tiket konser jadi dikenakan cukai. Ia mau tingginya harga tiket sepadan dengan pengalaman menonton konser yang didapat. “ Asal sesuai aja sih ya, besar uang yang kita keluarin buat beli tiket konser, sama pengalaman yang kita dapat sebagai penonton. Apalagi kalau memang kita ke festival yang salah satu pengisi acaranya bener-bener mau kita tonton, ya kita saling support aja,” ucap Chua Kotak. Tingginya minat masyarakat terhadap konser musik jadi salah satu pertimbangan. ""Ini tiket hiburan, kayak kemarin itu kan sold out. Sampai ada konser lagi di Singapura dan masih dibeli. Jadi, masyarakat Indonesia itu kaya-kaya. Makanya, saya rasa itu perlu dinaikkan,"" papar Rubiyanto selaku Direktur Teknis dan Fasilitas Cukai DJBC."
"Sukses Rahasiakan Hubungan El Rumi dan Syifa Hadju, Geng Mamayu Dikagumi: Hebat, Eggak Ada yang Ember",Entertainment,2024-08-02,Ferry Noviandi,https://www.suara.com/entertainment/2024/08/02/084500/sukses-rahasiakan-hubungan-el-rumi-dan-syifa-hadju-geng-mamayu-dikagumi-hebat-eggak-ada-yang-ember,"Hubungan asmara El Rumi dengan Syifa Hadju diduga sudah terjalin sejak sebelum ulang tahun sang aktris yakni 13 Juli 2024 lalu. Dugaan tersebut muncul usai beredar rekaman video El Rumi memberi sebuah kejutan ulang tahun untuk Syifa Hadju di rumah sang kekasih. Manisnya, El Rumi juga turut mengajak sahabat Syifa Hadju yang tergabung dalam Geng Mamayu. Geng arisan ini terdiri dari Kesha Ratuliu, Lesti Kejora, Dinda Hauw, serta Melody Laksani. Dikutip dari unggahan @rumpi_gosip pada Kamis 1 Agustus 2024, terlihat El Rumi memberikan kue kepada Syifa Hadju sambil direkam oleh sahabat-sahabatnya.Mantan Rizky Nazar itu terlihat salah tingkah. Terutama saat El Rumi meniupkan lilin untuk dirinya. Pemain sinetron Saleha itu juga terlihat malu-malu kala putra Ahmad Dhani dan Maia Estianty itu memeluknya dari samping. Melihat tingkah Syifa Hadju, para sahabat turut bahagia. Terlihat jelas wajah Kesha Ratuliu yang tertawa senang melihat kebersamaan El Rumi dan teman dekatnya itu. Beredarnya rekaman ini membuat warganet kagum dengan circle pertemanan Syifa Hadju. Pasalnya, tidak ada satu pun dari mereka yang membocorkan hubungan El Rumi dan perempuan 24 tahun itu. ""Suka deh sama teman-temannya yang nutup semua rapat-rapat sebelum mereka go public. Pas mereka udah go public, temen-temennya pada spill satu-satu,"" komentar @yuanita***.""Sama, El didukung sama circle-circle temannya, pada happy semua,"" kata @dkyso***. ""Hebat ya teman-temannya nggak ember. Keep silent. Baru dipublis saat mereka udah go public,"" imbuh @sang***.","Hubungan asmara El Rumi dengan Syifa Hadju diduga sudah terjalin sejak sebelum ulang tahun sang aktris yakni 13 Juli 2024 lalu. Manisnya, El Rumi juga turut mengajak sahabat Syifa Hadju yang tergabung dalam Geng Mamayu. Geng arisan ini terdiri dari Kesha Ratuliu, Lesti Kejora, Dinda Hauw, serta Melody Laksani. Dikutip dari unggahan @rumpi_gosip pada Kamis 1 Agustus 2024, terlihat El Rumi memberikan kue kepada Syifa Hadju sambil direkam oleh sahabat-sahabatnya. Mantan Rizky Nazar itu terlihat salah tingkah. Beredarnya rekaman ini membuat warganet kagum dengan circle pertemanan Syifa Hadju. Suka deh sama teman-temannya yang nutup semua rapat-rapat sebelum mereka go public. Baru dipublis saat mereka udah go public,"" imbuh @sang***."
Aaliyah Massaid Masih Kesal Thariq Halilintar Cukur Kumis dan Jambang Tanpa Izin,Entertainment,2024-08-02,Sumarni,https://www.suara.com/entertainment/2024/08/02/084127/aaliyah-massaid-masih-kesal-thariq-halilintar-cukur-kumis-dan-jambang-tanpa-izin,"Aaliyah Massaid bereaksi atas penampilan baru suaminya, Thariq Halilintar. Adik Atta Halilintar itu baru saja mencukur kumis dan jambangnya. Dalam postingan di Instagram Story pada Kamis 1 Agustus 2024, dia mengaku masih tidak terbiasa dengan wajah mulus Thariq Halilintar. ""Aku juga masih mencoba terbiasa melihatnya guys,"" tulis Aaliyah Massaid. Anak Reza Artamevia ini pun meminta doa agar kumis dan jambang suaminya bisa kembali tumbuh.""Kita doain pas landing tiba-tiba sudah numbuh kembali,"" imbuhnya. Di postingan berikutnya, dia membagikan potret Thariq Halilintar dengan caption serupa. ""Kembalikan bewok suami saya,"" kata Aaliyah Massaid. Sebelumnya Thariq Halilintar memang memutuskan cukur jambang dan kumis tanpa memberi tahu Aaliyah Massaid. Hal itu terlihat dalam konten Thariq Halilintar di Instagram baru-baru ini.Di situ, Aaliyah Massaid terang-terangan protes terhadap aksi Thariq Halilintar. Dia bilang suaminya jadi kurang maskulin. ""Nggak mau sumpah. Nggak banget nggak ada kumisnya gitu,"" ucap Aaliyah Massaid di video tersebut. ""Kamu menikah dengan mas-mas. Aku sudah kayak bocil TikTok belum,"" sahut Thariq Halilintar. ""Nggak suamiable banget. Jadi nggak macho,"" balas Aaliyah Massaid.","Aaliyah Massaid bereaksi atas penampilan baru suaminya, Thariq Halilintar. Dalam postingan di Instagram Story pada Kamis 1 Agustus 2024, dia mengaku masih tidak terbiasa dengan wajah mulus Thariq Halilintar. "" Anak Reza Artamevia ini pun meminta doa agar kumis dan jambang suaminya bisa kembali tumbuh. ""Kita doain pas landing tiba-tiba sudah numbuh kembali,"" imbuhnya. Sebelumnya Thariq Halilintar memang memutuskan cukur jambang dan kumis tanpa memberi tahu Aaliyah Massaid. Dia bilang suaminya jadi kurang maskulin. "" Nggak banget nggak ada kumisnya gitu,"" ucap Aaliyah Massaid di video tersebut. "" Jadi nggak macho,"" balas Aaliyah Massaid."
